"","id","zip","total","Year","region","total_population","percent_white","percent_black","percent_asian","percent_hispanic","per_capita_income","median_rent","median_age","time","racegr","income"
"271",6,"60608",10,2013,"60608",78794,15,16,10,58,16542,636,31.3,4,5,-0.726407710805259
"272",7,"60609",11,2013,"60609",62773,17,28,4,49,14552,613,30.4,4,5,-0.807071073226925
"273",8,"60610",2,2013,"60610",38740,68,17,7,6,71176,1203,34.3,4,2,1.48814612966976
"274",9,"60611",3,2013,"60611",29722,75,4,15,4,107019,1549,39.5,4,2,2.94101894337818
"275",10,"60612",6,2013,"60612",36052,20,61,4,14,21407,767,30.6,4,5,-0.529208083578423
"276",11,"60613",2,2013,"60613",49536,76,6,6,10,55034,1066,31.5,4,2,0.833840603935824
"277",12,"60614",1,2013,"60614",68363,82,4,5,7,67585,1232,29.8,4,1,1.34258726813398
"278",13,"60615",11,2013,"60615",40745,25,60,7,5,32992,876,33.9,4,4,-0.0596176043548069
"279",14,"60616",3,2013,"60616",49491,24,24,39,11,28052,819,35.8,4,4,-0.259857308054821
"280",15,"60617",16,2013,"60617",83435,7,54,0,37,18242,648,36.1,4,5,-0.65749931074655
"281",16,"60618",6,2013,"60618",97413,44,2,4,47,31862,873,32.9,4,3,-0.105421423217361
"282",17,"60619",19,2013,"60619",64922,1,97,0,1,19987,701,39.4,4,5,-0.586766864803933
"283",18,"60620",24,2013,"60620",73253,1,97,0,1,16347,721,38.2,4,5,-0.734311909635523
"284",19,"60621",24,2013,"60621",33608,1,96,0,1,11893,676,31.6,4,5,-0.914851917789341
"285",20,"60622",9,2013,"60622",54272,59,8,3,28,43393,988,31.1,4,3,0.361980200945567
"286",21,"60623",18,2013,"60623",85158,2,34,0,63,11463,611,27.8,4,5,-0.932281689568897
"287",22,"60624",23,2013,"60624",39283,2,95,0,2,11731,690,27.9,4,5,-0.921418482971407
"288",23,"60625",6,2013,"60625",78966,42,4,14,38,29124,855,33.4,4,3,-0.216404481664859
"289",24,"60626",8,2013,"60626",51061,42,25,7,23,24054,788,33,4,3,-0.421913651251715
"290",25,"60628",27,2013,"60628",71710,2,94,0,3,17025,748,37.5,4,5,-0.706829618317991
"291",26,"60629",17,2013,"60629",113833,9,23,1,67,14299,743,29.2,4,5,-0.81732626452978
"292",27,"60630",6,2013,"60630",57886,59,1,11,27,26705,866,38.1,4,3,-0.314457081513104
"293",29,"60632",6,2013,"60632",90845,10,2,5,83,13596,672,29.3,4,5,-0.845821914671705
"294",30,"60633",3,2013,"60633",13474,32,25,1,42,20668,749,36.6,4,4,-0.559162970427474
"295",31,"60634",8,2013,"60634",72718,59,1,4,35,24269,849,38.9,4,3,-0.413198765361937
"296",32,"60636",15,2013,"60636",39918,1,94,0,3,11897,686,32.2,4,5,-0.914689780377439
"297",33,"60637",18,2013,"60637",48270,16,77,4,2,19746,753,30.7,4,5,-0.59653564387108
"298",34,"60638",8,2013,"60638",56033,54,3,1,41,25850,802,37.2,4,3,-0.349113953307338
"299",35,"60639",10,2013,"60639",91934,7,15,0,77,14310,771,30.3,4,5,-0.816880386647047
"300",36,"60640",3,2013,"60640",64365,53,18,13,13,35414,802,37.2,4,3,0.0385565985523661
"301",37,"60641",6,2013,"60641",70730,38,2,4,54,23168,779,35.3,4,4,-0.457827087988196
"302",38,"60642",3,2013,"60642",18312,59,11,5,21,45788,1035,31.7,4,3,0.459059976322396
"303",39,"60643",6,2013,"60643",51836,23,72,0,3,28249,779,42.1,4,4,-0.251872040518606
"304",40,"60644",20,2013,"60644",47631,2,94,0,3,13381,715,32.5,4,5,-0.854536800561483
"305",41,"60645",5,2013,"60645",46913,44,16,15,22,25500,893,35,4,3,-0.363300976848837
"306",42,"60646",1,2013,"60646",28314,76,1,10,12,40071,761,42.7,4,2,0.227325080360254
"307",43,"60647",18,2013,"60647",87146,38,6,3,52,30368,862,31.6,4,4,-0.165979746563074
"308",44,"60649",18,2013,"60649",45444,2,94,0,2,20347,723,37.9,4,5,-0.572174497732677
"309",45,"60651",10,2013,"60651",61150,3,63,0,33,14599,730,32.7,4,5,-0.805165958637067
"310",46,"60652",7,2013,"60652",42517,16,48,0,35,23889,946,34.9,4,5,-0.428601819492708
"311",47,"60653",10,2013,"60653",31086,4,91,1,2,22333,608,35.6,4,5,-0.491673272722915
"312",48,"60654",4,2013,"60654",15885,73,5,10,9,101469,1772,32.8,4,2,2.71605328436298
"313",49,"60655",1,2013,"60655",28173,86,7,1,6,35689,867,37.6,4,1,0.0497035456206867
"314",50,"60656",1,2013,"60656",27468,77,1,8,12,29771,958,41.1,4,2,-0.190178755289573
"315",51,"60657",1,2013,"60657",68088,81,3,7,7,63820,1138,30.5,4,1,1.18997542918042
"316",53,"60660",6,2013,"60660",42060,51,15,13,18,30160,794,36.2,4,3,-0.174410891982022
"317",54,"60661",2,2013,"60661",7436,64,6,22,6,76827,1555,31,4,2,1.7172057583355
"318",55,"60707",2,2013,"60707",42712,58,7,3,29,26405,810,39.1,4,3,-0.326617387405818
"319",56,"60827",1,2013,"60827",28547,3,92,0,4,16567,720,31,4,5,-0.725394351980866
"320",1,"60601",2,2017,"60601",9732,63,11,18,6,89136,1717,36.6,8,2,2.21614310911353
"321",2,"60602",1,2017,"60602",1463,62,2,22,12,66748,1487,32.4,8,2,1.30866001469331
"322",3,"60603",1,2017,"60603",882,61,4,30,5,73239,2001,26.1,8,2,1.57176849985865
"323",58,"60604",1,2017,"60604",415,80,0,16,3,135807,1614,54,8,2,4.10792189684296
"324",57,"60605",4,2017,"60605",24972,58,18,17,5,58338,1560,33.1,8,3,0.967766106167574
"325",4,"60606",1,2017,"60606",2789,75,2,13,9,83005,1855,30.9,8,2,1.96762699101945
"326",5,"60607",4,2017,"60607",25134,53,16,19,8,50222,1303,30.6,8,3,0.6387892974167
"327",6,"60608",8,2017,"60608",78794,15,16,10,58,16542,636,31.3,8,5,-0.726407710805259
"328",7,"60609",14,2017,"60609",62773,17,28,4,49,14552,613,30.4,8,5,-0.807071073226925
"329",8,"60610",6,2017,"60610",38740,68,17,7,6,71176,1203,34.3,8,2,1.48814612966976
"330",9,"60611",3,2017,"60611",29722,75,4,15,4,107019,1549,39.5,8,2,2.94101894337818
"331",10,"60612",13,2017,"60612",36052,20,61,4,14,21407,767,30.6,8,5,-0.529208083578423
"332",11,"60613",2,2017,"60613",49536,76,6,6,10,55034,1066,31.5,8,2,0.833840603935824
"333",12,"60614",4,2017,"60614",68363,82,4,5,7,67585,1232,29.8,8,1,1.34258726813398
"334",13,"60615",10,2017,"60615",40745,25,60,7,5,32992,876,33.9,8,4,-0.0596176043548069
"335",14,"60616",5,2017,"60616",49491,24,24,39,11,28052,819,35.8,8,4,-0.259857308054821
"336",15,"60617",13,2017,"60617",83435,7,54,0,37,18242,648,36.1,8,5,-0.65749931074655
"337",16,"60618",6,2017,"60618",97413,44,2,4,47,31862,873,32.9,8,3,-0.105421423217361
"338",17,"60619",20,2017,"60619",64922,1,97,0,1,19987,701,39.4,8,5,-0.586766864803933
"339",18,"60620",13,2017,"60620",73253,1,97,0,1,16347,721,38.2,8,5,-0.734311909635523
"340",19,"60621",7,2017,"60621",33608,1,96,0,1,11893,676,31.6,8,5,-0.914851917789341
"341",20,"60622",6,2017,"60622",54272,59,8,3,28,43393,988,31.1,8,3,0.361980200945567
"342",21,"60623",19,2017,"60623",85158,2,34,0,63,11463,611,27.8,8,5,-0.932281689568897
"343",22,"60624",9,2017,"60624",39283,2,95,0,2,11731,690,27.9,8,5,-0.921418482971407
"344",23,"60625",8,2017,"60625",78966,42,4,14,38,29124,855,33.4,8,3,-0.216404481664859
"345",24,"60626",3,2017,"60626",51061,42,25,7,23,24054,788,33,8,3,-0.421913651251715
"346",25,"60628",19,2017,"60628",71710,2,94,0,3,17025,748,37.5,8,5,-0.706829618317991
"347",26,"60629",17,2017,"60629",113833,9,23,1,67,14299,743,29.2,8,5,-0.81732626452978
"348",27,"60630",5,2017,"60630",57886,59,1,11,27,26705,866,38.1,8,3,-0.314457081513104
"349",28,"60631",1,2017,"60631",28899,84,1,2,12,35878,1022,43.7,8,1,0.0573645383330962
"350",29,"60632",4,2017,"60632",90845,10,2,5,83,13596,672,29.3,8,5,-0.845821914671705
"351",30,"60633",2,2017,"60633",13474,32,25,1,42,20668,749,36.6,8,4,-0.559162970427474
"352",32,"60636",9,2017,"60636",39918,1,94,0,3,11897,686,32.2,8,5,-0.914689780377439
"353",33,"60637",14,2017,"60637",48270,16,77,4,2,19746,753,30.7,8,5,-0.59653564387108
"354",34,"60638",2,2017,"60638",56033,54,3,1,41,25850,802,37.2,8,3,-0.349113953307338
"355",35,"60639",6,2017,"60639",91934,7,15,0,77,14310,771,30.3,8,5,-0.816880386647047
"356",36,"60640",8,2017,"60640",64365,53,18,13,13,35414,802,37.2,8,3,0.0385565985523661
"357",37,"60641",5,2017,"60641",70730,38,2,4,54,23168,779,35.3,8,4,-0.457827087988196
"358",38,"60642",2,2017,"60642",18312,59,11,5,21,45788,1035,31.7,8,3,0.459059976322396
"359",39,"60643",9,2017,"60643",51836,23,72,0,3,28249,779,42.1,8,4,-0.251872040518606
"360",40,"60644",21,2017,"60644",47631,2,94,0,3,13381,715,32.5,8,5,-0.854536800561483
"361",41,"60645",6,2017,"60645",46913,44,16,15,22,25500,893,35,8,3,-0.363300976848837
"362",42,"60646",3,2017,"60646",28314,76,1,10,12,40071,761,42.7,8,2,0.227325080360254
"363",43,"60647",11,2017,"60647",87146,38,6,3,52,30368,862,31.6,8,4,-0.165979746563074
"364",44,"60649",11,2017,"60649",45444,2,94,0,2,20347,723,37.9,8,5,-0.572174497732677
"365",45,"60651",12,2017,"60651",61150,3,63,0,33,14599,730,32.7,8,5,-0.805165958637067
"366",46,"60652",2,2017,"60652",42517,16,48,0,35,23889,946,34.9,8,5,-0.428601819492708
"367",47,"60653",3,2017,"60653",31086,4,91,1,2,22333,608,35.6,8,5,-0.491673272722915
"368",48,"60654",4,2017,"60654",15885,73,5,10,9,101469,1772,32.8,8,2,2.71605328436298
"369",49,"60655",2,2017,"60655",28173,86,7,1,6,35689,867,37.6,8,1,0.0497035456206867
"370",50,"60656",1,2017,"60656",27468,77,1,8,12,29771,958,41.1,8,2,-0.190178755289573
"371",51,"60657",5,2017,"60657",68088,81,3,7,7,63820,1138,30.5,8,1,1.18997542918042
"372",52,"60659",2,2017,"60659",39657,40,5,32,20,21675,888,35.1,8,4,-0.518344876980933
"373",53,"60660",3,2017,"60660",42060,51,15,13,18,30160,794,36.2,8,3,-0.174410891982022
"374",54,"60661",1,2017,"60661",7436,64,6,22,6,76827,1555,31,8,2,1.7172057583355
"375",56,"60827",1,2017,"60827",28547,3,92,0,4,16567,720,31,8,5,-0.725394351980866
"376",2,"60602",1,2012,"60602",1463,62,2,22,12,66748,1487,32.4,3,2,1.30866001469331
"377",58,"60604",1,2012,"60604",415,80,0,16,3,135807,1614,54,3,2,4.10792189684296
"378",57,"60605",3,2012,"60605",24972,58,18,17,5,58338,1560,33.1,3,3,0.967766106167574
"379",5,"60607",5,2012,"60607",25134,53,16,19,8,50222,1303,30.6,3,3,0.6387892974167
"380",6,"60608",8,2012,"60608",78794,15,16,10,58,16542,636,31.3,3,5,-0.726407710805259
"381",7,"60609",13,2012,"60609",62773,17,28,4,49,14552,613,30.4,3,5,-0.807071073226925
"382",8,"60610",3,2012,"60610",38740,68,17,7,6,71176,1203,34.3,3,2,1.48814612966976
"383",9,"60611",5,2012,"60611",29722,75,4,15,4,107019,1549,39.5,3,2,2.94101894337818
"384",10,"60612",8,2012,"60612",36052,20,61,4,14,21407,767,30.6,3,5,-0.529208083578423
"385",11,"60613",4,2012,"60613",49536,76,6,6,10,55034,1066,31.5,3,2,0.833840603935824
"386",12,"60614",6,2012,"60614",68363,82,4,5,7,67585,1232,29.8,3,1,1.34258726813398
"387",13,"60615",4,2012,"60615",40745,25,60,7,5,32992,876,33.9,3,4,-0.0596176043548069
"388",14,"60616",8,2012,"60616",49491,24,24,39,11,28052,819,35.8,3,4,-0.259857308054821
"389",15,"60617",23,2012,"60617",83435,7,54,0,37,18242,648,36.1,3,5,-0.65749931074655
"390",16,"60618",10,2012,"60618",97413,44,2,4,47,31862,873,32.9,3,3,-0.105421423217361
"391",17,"60619",17,2012,"60619",64922,1,97,0,1,19987,701,39.4,3,5,-0.586766864803933
"392",18,"60620",35,2012,"60620",73253,1,97,0,1,16347,721,38.2,3,5,-0.734311909635523
"393",19,"60621",23,2012,"60621",33608,1,96,0,1,11893,676,31.6,3,5,-0.914851917789341
"394",20,"60622",6,2012,"60622",54272,59,8,3,28,43393,988,31.1,3,3,0.361980200945567
"395",21,"60623",27,2012,"60623",85158,2,34,0,63,11463,611,27.8,3,5,-0.932281689568897
"396",22,"60624",16,2012,"60624",39283,2,95,0,2,11731,690,27.9,3,5,-0.921418482971407
"397",23,"60625",9,2012,"60625",78966,42,4,14,38,29124,855,33.4,3,3,-0.216404481664859
"398",24,"60626",5,2012,"60626",51061,42,25,7,23,24054,788,33,3,3,-0.421913651251715
"399",25,"60628",31,2012,"60628",71710,2,94,0,3,17025,748,37.5,3,5,-0.706829618317991
"400",26,"60629",18,2012,"60629",113833,9,23,1,67,14299,743,29.2,3,5,-0.81732626452978
"401",27,"60630",4,2012,"60630",57886,59,1,11,27,26705,866,38.1,3,3,-0.314457081513104
"402",29,"60632",9,2012,"60632",90845,10,2,5,83,13596,672,29.3,3,5,-0.845821914671705
"403",30,"60633",1,2012,"60633",13474,32,25,1,42,20668,749,36.6,3,4,-0.559162970427474
"404",31,"60634",4,2012,"60634",72718,59,1,4,35,24269,849,38.9,3,3,-0.413198765361937
"405",32,"60636",22,2012,"60636",39918,1,94,0,3,11897,686,32.2,3,5,-0.914689780377439
"406",33,"60637",14,2012,"60637",48270,16,77,4,2,19746,753,30.7,3,5,-0.59653564387108
"407",34,"60638",4,2012,"60638",56033,54,3,1,41,25850,802,37.2,3,3,-0.349113953307338
"408",35,"60639",11,2012,"60639",91934,7,15,0,77,14310,771,30.3,3,5,-0.816880386647047
"409",36,"60640",4,2012,"60640",64365,53,18,13,13,35414,802,37.2,3,3,0.0385565985523661
"410",37,"60641",11,2012,"60641",70730,38,2,4,54,23168,779,35.3,3,4,-0.457827087988196
"411",38,"60642",1,2012,"60642",18312,59,11,5,21,45788,1035,31.7,3,3,0.459059976322396
"412",39,"60643",9,2012,"60643",51836,23,72,0,3,28249,779,42.1,3,4,-0.251872040518606
"413",40,"60644",24,2012,"60644",47631,2,94,0,3,13381,715,32.5,3,5,-0.854536800561483
"414",41,"60645",4,2012,"60645",46913,44,16,15,22,25500,893,35,3,3,-0.363300976848837
"415",42,"60646",3,2012,"60646",28314,76,1,10,12,40071,761,42.7,3,2,0.227325080360254
"416",43,"60647",9,2012,"60647",87146,38,6,3,52,30368,862,31.6,3,4,-0.165979746563074
"417",44,"60649",15,2012,"60649",45444,2,94,0,2,20347,723,37.9,3,5,-0.572174497732677
"418",45,"60651",18,2012,"60651",61150,3,63,0,33,14599,730,32.7,3,5,-0.805165958637067
"419",46,"60652",1,2012,"60652",42517,16,48,0,35,23889,946,34.9,3,5,-0.428601819492708
"420",47,"60653",5,2012,"60653",31086,4,91,1,2,22333,608,35.6,3,5,-0.491673272722915
"421",48,"60654",3,2012,"60654",15885,73,5,10,9,101469,1772,32.8,3,2,2.71605328436298
"422",49,"60655",2,2012,"60655",28173,86,7,1,6,35689,867,37.6,3,1,0.0497035456206867
"423",50,"60656",1,2012,"60656",27468,77,1,8,12,29771,958,41.1,3,2,-0.190178755289573
"424",51,"60657",4,2012,"60657",68088,81,3,7,7,63820,1138,30.5,3,1,1.18997542918042
"425",52,"60659",3,2012,"60659",39657,40,5,32,20,21675,888,35.1,3,4,-0.518344876980933
"426",53,"60660",7,2012,"60660",42060,51,15,13,18,30160,794,36.2,3,3,-0.174410891982022
"427",55,"60707",1,2012,"60707",42712,58,7,3,29,26405,810,39.1,3,3,-0.326617387405818
"428",56,"60827",2,2012,"60827",28547,3,92,0,4,16567,720,31,3,5,-0.725394351980866
