"","id","zip","total","Year","region","total_population","percent_white","percent_black","percent_asian","percent_hispanic","per_capita_income","median_rent","median_age","time","racegr","income"
"260",36,"60638",10,2012,"60638",56033,54,3,1,41,25850,802,37.2,3,3,-0.408571112360276
"261",37,"60639",20,2012,"60639",91934,7,15,0,77,14310,771,30.3,3,5,-0.831399335244384
"262",38,"60640",15,2012,"60640",64365,53,18,13,13,35414,802,37.2,3,3,-0.0581439785939313
"263",39,"60641",23,2012,"60641",70730,38,2,4,54,23168,779,35.3,3,4,-0.50684020194218
"264",40,"60642",4,2012,"60642",18312,59,11,5,21,45788,1035,31.7,3,3,0.321961739274331
"265",41,"60643",16,2012,"60643",51836,23,72,0,3,28249,779,42.1,3,4,-0.320671207100399
"266",42,"60644",29,2012,"60644",47631,2,94,0,3,13381,715,32.5,3,5,-0.865438106393374
"267",43,"60645",6,2012,"60645",46913,44,16,15,22,25500,893,35,3,3,-0.421395191910487
"268",58,"60646",2,2012,"60646",28314,76,1,10,12,40071,761,42.7,3,2,0.112489559878451
"269",44,"60647",21,2012,"60647",87146,38,6,3,52,30368,862,31.6,3,4,-0.243030565480691
"270",45,"60649",18,2012,"60649",45444,2,94,0,2,20347,723,37.9,3,5,-0.610202283116883
"271",46,"60651",35,2012,"60651",61150,3,63,0,33,14599,730,32.7,3,5,-0.820810309558638
"272",47,"60652",8,2012,"60652",42517,16,48,0,35,23889,946,34.9,3,5,-0.480422598068745
"273",48,"60653",15,2012,"60653",31086,4,91,1,2,22333,608,35.6,3,5,-0.537434791726256
"274",49,"60654",14,2012,"60654",15885,73,5,10,9,101469,1772,32.8,3,2,2.3621262348038
"275",50,"60655",4,2012,"60655",28173,86,7,1,6,35689,867,37.6,3,1,-0.0480679160901939
"276",51,"60656",2,2012,"60656",27468,77,1,8,12,29771,958,41.1,3,2,-0.264904781170623
"277",52,"60657",16,2012,"60657",68088,81,3,7,7,63820,1138,30.5,3,1,0.982658317701215
"278",53,"60659",4,2012,"60659",39657,40,5,32,20,21675,888,35.1,3,4,-0.561544061280653
"279",54,"60660",5,2012,"60660",42060,51,15,13,18,30160,794,36.2,3,3,-0.250651732756246
"280",55,"60661",3,2012,"60661",7436,64,6,22,6,76827,1555,31,3,2,1.45923775401435
"281",56,"60707",3,2012,"60707",42712,58,7,3,29,26405,810,39.1,3,3,-0.388235786216369
"282",57,"60827",2,2012,"60827",28547,3,92,0,4,16567,720,31,3,5,-0.748702342259165
"283",1,"60601",5,2015,"60601",9732,63,11,18,6,89136,1717,36.6,6,2,1.91024231168164
"284",2,"60602",9,2015,"60602",1463,62,2,22,12,66748,1487,32.4,6,2,1.08994090319555
"285",3,"60603",1,2015,"60603",882,61,4,30,5,73239,2001,26.1,6,2,1.32777261851104
"286",4,"60604",3,2015,"60604",415,80,0,16,3,135807,1614,54,6,2,3.62027835936138
"287",5,"60605",7,2015,"60605",24972,58,18,17,5,58338,1560,33.1,6,3,0.78179659171762
"288",6,"60606",4,2015,"60606",2789,75,2,13,9,83005,1855,30.9,6,2,1.68560107818922
"289",7,"60607",11,2015,"60607",25134,53,16,19,8,50222,1303,30.6,6,3,0.484424507061864
"290",8,"60608",15,2015,"60608",78794,15,16,10,58,16542,636,31.3,6,5,-0.749618347941323
"291",9,"60609",20,2015,"60609",62773,17,28,4,49,14552,613,30.4,6,5,-0.822532400241095
"292",10,"60610",10,2015,"60610",38740,68,17,7,6,71176,1203,34.3,6,2,1.25218382961937
"293",11,"60611",13,2015,"60611",29722,75,4,15,4,107019,1549,39.5,6,2,2.56547949624286
"294",12,"60612",19,2015,"60612",36052,20,61,4,14,21407,767,30.6,6,5,-0.571363642193386
"295",13,"60613",5,2015,"60613",49536,76,6,6,10,55034,1066,31.5,6,2,0.660737280763626
"296",14,"60614",11,2015,"60614",68363,82,4,5,7,67585,1232,29.8,6,1,1.1206087734342
"297",15,"60615",5,2015,"60615",40745,25,60,7,5,32992,876,33.9,6,4,-0.146886609081393
"298",16,"60616",8,2015,"60616",49491,24,24,39,11,28052,819,35.8,6,4,-0.327889331875804
"299",17,"60617",26,2015,"60617",83435,7,54,0,37,18242,648,36.1,6,5,-0.687329961554582
"300",18,"60618",14,2015,"60618",97413,44,2,4,47,31862,873,32.9,6,3,-0.188290065914932
"301",19,"60619",20,2015,"60619",64922,1,97,0,1,19987,701,39.4,6,5,-0.623392764939958
"302",20,"60620",30,2015,"60620",73253,1,97,0,1,16347,721,38.2,6,5,-0.756763192262155
"303",21,"60621",27,2015,"60621",33608,1,96,0,1,11893,676,31.6,6,5,-0.919958764595415
"304",22,"60622",13,2015,"60622",54272,59,8,3,28,43393,988,31.1,6,3,0.234208394923599
"305",23,"60623",24,2015,"60623",85158,2,34,0,63,11463,611,27.8,6,5,-0.935714062328531
"306",24,"60624",21,2015,"60624",39283,2,95,0,2,11731,690,27.9,6,5,-0.925894481415798
"307",25,"60625",7,2015,"60625",78966,42,4,14,38,29124,855,33.4,6,3,-0.288611008224871
"308",26,"60626",10,2015,"60626",51061,42,25,7,23,24054,788,33,6,3,-0.474376960566503
"309",27,"60628",26,2015,"60628",71710,2,94,0,3,17025,748,37.5,6,5,-0.731921118162031
"310",28,"60629",19,2015,"60629",113833,9,23,1,67,14299,743,29.2,6,5,-0.831802377744534
"311",29,"60630",10,2015,"60630",57886,59,1,11,27,26705,866,38.1,6,3,-0.377243718030474
"312",30,"60631",3,2015,"60631",28899,84,1,2,12,35878,1022,43.7,6,1,-0.0411429131330798
"313",31,"60632",12,2015,"60632",90845,10,2,5,83,13596,672,29.3,6,5,-0.857560457526815
"314",33,"60634",11,2015,"60634",72718,59,1,4,35,24269,849,38.9,6,3,-0.466499311699944
"315",34,"60636",22,2015,"60636",39918,1,94,0,3,11897,686,32.2,6,5,-0.919812203686269
"316",35,"60637",26,2015,"60637",48270,16,77,4,2,19746,753,30.7,6,5,-0.63222305971596
"317",36,"60638",4,2015,"60638",56033,54,3,1,41,25850,802,37.2,6,3,-0.408571112360276
"318",37,"60639",18,2015,"60639",91934,7,15,0,77,14310,771,30.3,6,5,-0.831399335244384
"319",38,"60640",11,2015,"60640",64365,53,18,13,13,35414,802,37.2,6,3,-0.0581439785939313
"320",39,"60641",13,2015,"60641",70730,38,2,4,54,23168,779,35.3,6,4,-0.50684020194218
"321",40,"60642",8,2015,"60642",18312,59,11,5,21,45788,1035,31.7,6,3,0.321961739274331
"322",41,"60643",11,2015,"60643",51836,23,72,0,3,28249,779,42.1,6,4,-0.320671207100399
"323",42,"60644",28,2015,"60644",47631,2,94,0,3,13381,715,32.5,6,5,-0.865438106393374
"324",43,"60645",4,2015,"60645",46913,44,16,15,22,25500,893,35,6,3,-0.421395191910487
"325",44,"60647",17,2015,"60647",87146,38,6,3,52,30368,862,31.6,6,4,-0.243030565480691
"326",45,"60649",21,2015,"60649",45444,2,94,0,2,20347,723,37.9,6,5,-0.610202283116883
"327",46,"60651",28,2015,"60651",61150,3,63,0,33,14599,730,32.7,6,5,-0.820810309558638
"328",47,"60652",6,2015,"60652",42517,16,48,0,35,23889,946,34.9,6,5,-0.480422598068745
"329",48,"60653",8,2015,"60653",31086,4,91,1,2,22333,608,35.6,6,5,-0.537434791726256
"330",49,"60654",8,2015,"60654",15885,73,5,10,9,101469,1772,32.8,6,2,2.3621262348038
"331",50,"60655",5,2015,"60655",28173,86,7,1,6,35689,867,37.6,6,1,-0.0480679160901939
"332",51,"60656",2,2015,"60656",27468,77,1,8,12,29771,958,41.1,6,2,-0.264904781170623
"333",52,"60657",12,2015,"60657",68088,81,3,7,7,63820,1138,30.5,6,1,0.982658317701215
"334",53,"60659",9,2015,"60659",39657,40,5,32,20,21675,888,35.1,6,4,-0.561544061280653
"335",54,"60660",3,2015,"60660",42060,51,15,13,18,30160,794,36.2,6,3,-0.250651732756246
"336",55,"60661",6,2015,"60661",7436,64,6,22,6,76827,1555,31,6,2,1.45923775401435
"337",56,"60707",2,2015,"60707",42712,58,7,3,29,26405,810,39.1,6,3,-0.388235786216369
"338",57,"60827",2,2015,"60827",28547,3,92,0,4,16567,720,31,6,5,-0.748702342259165
"339",1,"60601",9,2017,"60601",9732,63,11,18,6,89136,1717,36.6,8,2,1.91024231168164
"340",2,"60602",8,2017,"60602",1463,62,2,22,12,66748,1487,32.4,8,2,1.08994090319555
"341",3,"60603",3,2017,"60603",882,61,4,30,5,73239,2001,26.1,8,2,1.32777261851104
"342",4,"60604",2,2017,"60604",415,80,0,16,3,135807,1614,54,8,2,3.62027835936138
"343",5,"60605",4,2017,"60605",24972,58,18,17,5,58338,1560,33.1,8,3,0.78179659171762
"344",6,"60606",1,2017,"60606",2789,75,2,13,9,83005,1855,30.9,8,2,1.68560107818922
"345",7,"60607",5,2017,"60607",25134,53,16,19,8,50222,1303,30.6,8,3,0.484424507061864
"346",8,"60608",8,2017,"60608",78794,15,16,10,58,16542,636,31.3,8,5,-0.749618347941323
"347",9,"60609",10,2017,"60609",62773,17,28,4,49,14552,613,30.4,8,5,-0.822532400241095
"348",10,"60610",7,2017,"60610",38740,68,17,7,6,71176,1203,34.3,8,2,1.25218382961937
"349",11,"60611",12,2017,"60611",29722,75,4,15,4,107019,1549,39.5,8,2,2.56547949624286
"350",12,"60612",14,2017,"60612",36052,20,61,4,14,21407,767,30.6,8,5,-0.571363642193386
"351",13,"60613",9,2017,"60613",49536,76,6,6,10,55034,1066,31.5,8,2,0.660737280763626
"352",14,"60614",19,2017,"60614",68363,82,4,5,7,67585,1232,29.8,8,1,1.1206087734342
"353",15,"60615",8,2017,"60615",40745,25,60,7,5,32992,876,33.9,8,4,-0.146886609081393
"354",16,"60616",8,2017,"60616",49491,24,24,39,11,28052,819,35.8,8,4,-0.327889331875804
"355",17,"60617",13,2017,"60617",83435,7,54,0,37,18242,648,36.1,8,5,-0.687329961554582
"356",18,"60618",15,2017,"60618",97413,44,2,4,47,31862,873,32.9,8,3,-0.188290065914932
"357",19,"60619",19,2017,"60619",64922,1,97,0,1,19987,701,39.4,8,5,-0.623392764939958
"358",20,"60620",32,2017,"60620",73253,1,97,0,1,16347,721,38.2,8,5,-0.756763192262155
"359",21,"60621",13,2017,"60621",33608,1,96,0,1,11893,676,31.6,8,5,-0.919958764595415
"360",22,"60622",5,2017,"60622",54272,59,8,3,28,43393,988,31.1,8,3,0.234208394923599
"361",23,"60623",21,2017,"60623",85158,2,34,0,63,11463,611,27.8,8,5,-0.935714062328531
"362",24,"60624",27,2017,"60624",39283,2,95,0,2,11731,690,27.9,8,5,-0.925894481415798
"363",25,"60625",5,2017,"60625",78966,42,4,14,38,29124,855,33.4,8,3,-0.288611008224871
"364",26,"60626",10,2017,"60626",51061,42,25,7,23,24054,788,33,8,3,-0.474376960566503
"365",27,"60628",18,2017,"60628",71710,2,94,0,3,17025,748,37.5,8,5,-0.731921118162031
"366",28,"60629",22,2017,"60629",113833,9,23,1,67,14299,743,29.2,8,5,-0.831802377744534
"367",29,"60630",9,2017,"60630",57886,59,1,11,27,26705,866,38.1,8,3,-0.377243718030474
"368",30,"60631",1,2017,"60631",28899,84,1,2,12,35878,1022,43.7,8,1,-0.0411429131330798
"369",31,"60632",8,2017,"60632",90845,10,2,5,83,13596,672,29.3,8,5,-0.857560457526815
"370",33,"60634",3,2017,"60634",72718,59,1,4,35,24269,849,38.9,8,3,-0.466499311699944
"371",34,"60636",11,2017,"60636",39918,1,94,0,3,11897,686,32.2,8,5,-0.919812203686269
"372",35,"60637",12,2017,"60637",48270,16,77,4,2,19746,753,30.7,8,5,-0.63222305971596
"373",36,"60638",4,2017,"60638",56033,54,3,1,41,25850,802,37.2,8,3,-0.408571112360276
"374",37,"60639",15,2017,"60639",91934,7,15,0,77,14310,771,30.3,8,5,-0.831399335244384
"375",38,"60640",10,2017,"60640",64365,53,18,13,13,35414,802,37.2,8,3,-0.0581439785939313
"376",39,"60641",7,2017,"60641",70730,38,2,4,54,23168,779,35.3,8,4,-0.50684020194218
"377",40,"60642",2,2017,"60642",18312,59,11,5,21,45788,1035,31.7,8,3,0.321961739274331
"378",41,"60643",12,2017,"60643",51836,23,72,0,3,28249,779,42.1,8,4,-0.320671207100399
"379",42,"60644",16,2017,"60644",47631,2,94,0,3,13381,715,32.5,8,5,-0.865438106393374
"380",43,"60645",5,2017,"60645",46913,44,16,15,22,25500,893,35,8,3,-0.421395191910487
"381",58,"60646",1,2017,"60646",28314,76,1,10,12,40071,761,42.7,8,2,0.112489559878451
"382",44,"60647",12,2017,"60647",87146,38,6,3,52,30368,862,31.6,8,4,-0.243030565480691
"383",45,"60649",20,2017,"60649",45444,2,94,0,2,20347,723,37.9,8,5,-0.610202283116883
"384",46,"60651",18,2017,"60651",61150,3,63,0,33,14599,730,32.7,8,5,-0.820810309558638
"385",47,"60652",5,2017,"60652",42517,16,48,0,35,23889,946,34.9,8,5,-0.480422598068745
"386",48,"60653",7,2017,"60653",31086,4,91,1,2,22333,608,35.6,8,5,-0.537434791726256
"387",49,"60654",6,2017,"60654",15885,73,5,10,9,101469,1772,32.8,8,2,2.3621262348038
"388",50,"60655",5,2017,"60655",28173,86,7,1,6,35689,867,37.6,8,1,-0.0480679160901939
"389",51,"60656",2,2017,"60656",27468,77,1,8,12,29771,958,41.1,8,2,-0.264904781170623
"390",52,"60657",10,2017,"60657",68088,81,3,7,7,63820,1138,30.5,8,1,0.982658317701215
"391",53,"60659",7,2017,"60659",39657,40,5,32,20,21675,888,35.1,8,4,-0.561544061280653
"392",54,"60660",4,2017,"60660",42060,51,15,13,18,30160,794,36.2,8,3,-0.250651732756246
"393",55,"60661",4,2017,"60661",7436,64,6,22,6,76827,1555,31,8,2,1.45923775401435
"394",56,"60707",1,2017,"60707",42712,58,7,3,29,26405,810,39.1,8,3,-0.388235786216369
"395",57,"60827",1,2017,"60827",28547,3,92,0,4,16567,720,31,8,5,-0.748702342259165
"396",1,"60601",7,2014,"60601",9732,63,11,18,6,89136,1717,36.6,5,2,1.91024231168164
"397",2,"60602",5,2014,"60602",1463,62,2,22,12,66748,1487,32.4,5,2,1.08994090319555
"398",3,"60603",1,2014,"60603",882,61,4,30,5,73239,2001,26.1,5,2,1.32777261851104
"399",4,"60604",3,2014,"60604",415,80,0,16,3,135807,1614,54,5,2,3.62027835936138
"400",5,"60605",6,2014,"60605",24972,58,18,17,5,58338,1560,33.1,5,3,0.78179659171762
"401",6,"60606",1,2014,"60606",2789,75,2,13,9,83005,1855,30.9,5,2,1.68560107818922
"402",7,"60607",10,2014,"60607",25134,53,16,19,8,50222,1303,30.6,5,3,0.484424507061864
"403",8,"60608",13,2014,"60608",78794,15,16,10,58,16542,636,31.3,5,5,-0.749618347941323
"404",9,"60609",25,2014,"60609",62773,17,28,4,49,14552,613,30.4,5,5,-0.822532400241095
"405",10,"60610",6,2014,"60610",38740,68,17,7,6,71176,1203,34.3,5,2,1.25218382961937
"406",11,"60611",20,2014,"60611",29722,75,4,15,4,107019,1549,39.5,5,2,2.56547949624286
"407",12,"60612",17,2014,"60612",36052,20,61,4,14,21407,767,30.6,5,5,-0.571363642193386
"408",13,"60613",7,2014,"60613",49536,76,6,6,10,55034,1066,31.5,5,2,0.660737280763626
"409",14,"60614",14,2014,"60614",68363,82,4,5,7,67585,1232,29.8,5,1,1.1206087734342
"410",15,"60615",9,2014,"60615",40745,25,60,7,5,32992,876,33.9,5,4,-0.146886609081393
"411",16,"60616",10,2014,"60616",49491,24,24,39,11,28052,819,35.8,5,4,-0.327889331875804
"412",17,"60617",25,2014,"60617",83435,7,54,0,37,18242,648,36.1,5,5,-0.687329961554582
"413",18,"60618",15,2014,"60618",97413,44,2,4,47,31862,873,32.9,5,3,-0.188290065914932
"414",19,"60619",22,2014,"60619",64922,1,97,0,1,19987,701,39.4,5,5,-0.623392764939958
"415",20,"60620",26,2014,"60620",73253,1,97,0,1,16347,721,38.2,5,5,-0.756763192262155
"416",21,"60621",20,2014,"60621",33608,1,96,0,1,11893,676,31.6,5,5,-0.919958764595415
"417",22,"60622",19,2014,"60622",54272,59,8,3,28,43393,988,31.1,5,3,0.234208394923599
"418",23,"60623",23,2014,"60623",85158,2,34,0,63,11463,611,27.8,5,5,-0.935714062328531
"419",24,"60624",30,2014,"60624",39283,2,95,0,2,11731,690,27.9,5,5,-0.925894481415798
"420",25,"60625",9,2014,"60625",78966,42,4,14,38,29124,855,33.4,5,3,-0.288611008224871
"421",26,"60626",12,2014,"60626",51061,42,25,7,23,24054,788,33,5,3,-0.474376960566503
"422",27,"60628",28,2014,"60628",71710,2,94,0,3,17025,748,37.5,5,5,-0.731921118162031
"423",28,"60629",28,2014,"60629",113833,9,23,1,67,14299,743,29.2,5,5,-0.831802377744534
"424",29,"60630",3,2014,"60630",57886,59,1,11,27,26705,866,38.1,5,3,-0.377243718030474
"425",30,"60631",2,2014,"60631",28899,84,1,2,12,35878,1022,43.7,5,1,-0.0411429131330798
"426",31,"60632",11,2014,"60632",90845,10,2,5,83,13596,672,29.3,5,5,-0.857560457526815
"427",33,"60634",12,2014,"60634",72718,59,1,4,35,24269,849,38.9,5,3,-0.466499311699944
"428",34,"60636",21,2014,"60636",39918,1,94,0,3,11897,686,32.2,5,5,-0.919812203686269
"429",35,"60637",17,2014,"60637",48270,16,77,4,2,19746,753,30.7,5,5,-0.63222305971596
"430",36,"60638",6,2014,"60638",56033,54,3,1,41,25850,802,37.2,5,3,-0.408571112360276
"431",37,"60639",14,2014,"60639",91934,7,15,0,77,14310,771,30.3,5,5,-0.831399335244384
"432",38,"60640",13,2014,"60640",64365,53,18,13,13,35414,802,37.2,5,3,-0.0581439785939313
"433",39,"60641",14,2014,"60641",70730,38,2,4,54,23168,779,35.3,5,4,-0.50684020194218
"434",40,"60642",11,2014,"60642",18312,59,11,5,21,45788,1035,31.7,5,3,0.321961739274331
"435",41,"60643",13,2014,"60643",51836,23,72,0,3,28249,779,42.1,5,4,-0.320671207100399
"436",42,"60644",34,2014,"60644",47631,2,94,0,3,13381,715,32.5,5,5,-0.865438106393374
"437",43,"60645",2,2014,"60645",46913,44,16,15,22,25500,893,35,5,3,-0.421395191910487
"438",58,"60646",1,2014,"60646",28314,76,1,10,12,40071,761,42.7,5,2,0.112489559878451
"439",44,"60647",14,2014,"60647",87146,38,6,3,52,30368,862,31.6,5,4,-0.243030565480691
"440",45,"60649",16,2014,"60649",45444,2,94,0,2,20347,723,37.9,5,5,-0.610202283116883
"441",46,"60651",25,2014,"60651",61150,3,63,0,33,14599,730,32.7,5,5,-0.820810309558638
"442",47,"60652",6,2014,"60652",42517,16,48,0,35,23889,946,34.9,5,5,-0.480422598068745
"443",48,"60653",8,2014,"60653",31086,4,91,1,2,22333,608,35.6,5,5,-0.537434791726256
"444",49,"60654",7,2014,"60654",15885,73,5,10,9,101469,1772,32.8,5,2,2.3621262348038
"445",50,"60655",3,2014,"60655",28173,86,7,1,6,35689,867,37.6,5,1,-0.0480679160901939
"446",51,"60656",2,2014,"60656",27468,77,1,8,12,29771,958,41.1,5,2,-0.264904781170623
"447",52,"60657",17,2014,"60657",68088,81,3,7,7,63820,1138,30.5,5,1,0.982658317701215
"448",53,"60659",1,2014,"60659",39657,40,5,32,20,21675,888,35.1,5,4,-0.561544061280653
"449",54,"60660",5,2014,"60660",42060,51,15,13,18,30160,794,36.2,5,3,-0.250651732756246
"450",55,"60661",1,2014,"60661",7436,64,6,22,6,76827,1555,31,5,2,1.45923775401435
"451",56,"60707",4,2014,"60707",42712,58,7,3,29,26405,810,39.1,5,3,-0.388235786216369
