"","X.1","X","ID","Case.Number","Date","Block","IUCR","Primary.Type","Description","Location.Description","Arrest","Domestic","Beat","District","Ward","Community.Area","FBI.Code","X.Coordinate","Y.Coordinate","Year","Updated.On","Latitude","Longitude","Location"
"68582",794641,794641,8552735,"HV228603","2012-04-04 10:25:00","033XX W HURON ST","2024","NARCOTICS","POSS: HEROIN(WHITE)","STREET","true","false",1121,11,27,23,"18",1153766,1904463,2012,"02/04/2016 06:33:39 AM",41.89368,-87.71072,"(41.893682861, -87.710720066)"
"96679",2153316,2153316,10906561,"JA219068","2017-04-09 11:48:00","110XX S EDBROOKE AVE","0560","ASSAULT","SIMPLE","RESIDENCE","false","true",513,5,9,49,"08A",1179208,1831761,2017,"04/16/2017 03:50:22 PM",41.69364,-87.6195,"(41.693637163, -87.619498111)"
"20441",1430049,1430049,9585884,"HX236071","2014-04-24 08:15:00","064XX S LOOMIS BLVD","0460","BATTERY","SIMPLE","STREET","false","false",725,7,17,67,"08B",1168099,1862147,2014,"02/04/2016 06:33:39 AM",41.77727,-87.6593,"(41.777266196, -87.659299452)"
"79437",1174276,1174276,9157409,"HW302788","2013-06-03 01:20:00","060XX N BROADWAY","0820","THEFT","$500 AND UNDER","OTHER","false","true",2433,24,48,77,"06",1167213,1940125,2013,"02/04/2016 06:33:39 AM",41.99126,-87.66031,"(41.991262667, -87.660305558)"
"66642",2307347,2307347,11132503,"JA489627","2017-10-20 07:00:00","067XX S THROOP ST","1153","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT OVER $ 300","RESIDENCE","false","false",724,7,17,67,"11",1168821,1860034,2017,"10/30/2017 03:53:48 PM",41.77145,-87.65671,"(41.7714523, -87.656713552)"
"83809",436068,436068,7991813,"HT223681","2011-03-28 05:00:00","006XX N LARAMIE AVE","0520","ASSAULT","AGGRAVATED:KNIFE/CUTTING INSTR","SIDEWALK","false","false",1532,15,28,25,"04A",1141582,1903724,2011,"02/04/2016 06:33:39 AM",41.891888853,-87.755486528,"(41.891888853, -87.755486528)"
"52427",509235,509235,8104683,"HT339148","2011-06-09 03:00:00","077XX S STEWART AVE","0460","BATTERY","SIMPLE","STREET","false","false",621,6,17,69,"08B",1174961,1853844,2011,"02/04/2016 06:33:39 AM",41.75433,-87.63439,"(41.754331455, -87.634390852)"
"7753",1858159,1858159,10407842,"HZ144661","2016-02-08 01:00:00","004XX N MICHIGAN AVE","0560","ASSAULT","SIMPLE","SIDEWALK","false","true",1834,18,42,8,"08A",1177329,1903108,2016,"02/15/2016 03:50:01 PM",41.88946,-87.62422,"(41.88946287, -87.624222942)"
"25395",217483,217483,7646311,"HS450979","2010-08-07 02:00:00","053XX W POTOMAC AVE","0560","ASSAULT","SIMPLE","STREET","false","true",2532,25,37,25,"08A",1140257,1908132,2010,"02/04/2016 06:33:39 AM",41.904009316,-87.760244596,"(41.904009316, -87.760244596)"
"3336",495418,495418,8084354,"HT317038","2011-01-27 08:00:00","019XX S WABASH AVE","2825","OTHER OFFENSE","HARASSMENT BY TELEPHONE","RESIDENCE","false","true",132,1,3,33,"26",1177062,1890950,2011,"02/04/2016 06:33:39 AM",41.85611,-87.62557,"(41.856106646, -87.625571623)"
"29391",293632,293632,7761813,"HS566047","2010-09-18 09:00:00","005XX E 49TH ST","1152","DECEPTIVE PRACTICE","ILLEGAL USE CASH CARD","OTHER","false","false",223,2,4,38,"11",1180608,1872645,2010,"02/04/2016 06:33:39 AM",41.805795463,-87.613119475,"(41.805795463, -87.613119475)"
"11716",198278,198278,7616399,"HS420440","2010-07-20 02:33:00","059XX S STATE ST","1680","GAMBLING","OTHER","CTA BUS STOP","true","false",233,2,20,40,"19",1177290,1865713,2010,"02/04/2016 06:33:39 AM",41.786849042,-87.625497879,"(41.786849042, -87.625497879)"
"62596",2210137,2210137,10991784,"JA318176","2017-06-22 04:30:00","064XX S NORMAL BLVD","031A","ROBBERY","ARMED: HANDGUN","ALLEY","false","false",722,7,20,68,"03",1174052,1862307,2017,"06/29/2017 03:52:44 PM",41.77758,-87.63747,"(41.777575141, -87.637471128)"
"35233",406382,406382,7944669,"HT176476","2011-02-22 12:15:00","027XX S HAMLIN AVE","2820","OTHER OFFENSE","TELEPHONE THREAT","RESIDENCE","false","false",1031,10,22,30,"26",1151484,1885442,2011,"02/04/2016 06:33:39 AM",41.841532204,-87.719600569,"(41.841532204, -87.719600569)"
"36813",35052,35052,7359969,"HS161362","2010-02-09 09:00:00","008XX N NOBLE ST","0810","THEFT","OVER $500","STREET","false","false",1323,12,27,24,"06",1166908,1905681,2010,"02/04/2016 06:33:39 AM",41.896753305,-87.662419072,"(41.896753305, -87.662419072)"
"99295",1663215,1663215,10065900,"HY254987","2015-05-08 07:00:00","079XX S EAST END AVE","0430","BATTERY","AGGRAVATED: OTHER DANG WEAPON","STREET","true","false",414,4,8,46,"04B",1189026,1852775,2015,"08/17/2015 03:03:40 PM",41.75107,-87.58288,"(41.751072904, -87.582881895)"
"90894",2122555,2122555,10858588,"JA164222","2017-02-23 08:50:00","0000X S KEDZIE AVE","0460","BATTERY","SIMPLE","OTHER","false","false",1124,11,28,27,"08B",1155056,1899700,2017,"03/02/2017 03:54:20 PM",41.88059,-87.70611,"(41.880586939, -87.706110174)"
"1495",2012901,2012901,10696892,"HZ452271","2016-09-23 11:00:00","015XX W DIVISION ST","0890","THEFT","FROM BUILDING","BAR OR TAVERN","false","false",1213,12,1,24,"06",1165679,1908077,2016,"09/30/2016 03:52:35 PM",41.90335,-87.66686,"(41.903354381, -87.666864606)"
"94228",2191938,2191938,10963210,"JA285936","2017-05-30 11:00:00","007XX N THROOP ST","0486","BATTERY","DOMESTIC BATTERY SIMPLE","CHA APARTMENT","false","true",1215,12,27,24,"08B",1167458,1905179,2017,"06/06/2017 03:48:18 PM",41.89536,-87.66041,"(41.895363963, -87.660413483)"
"84602",2057493,2057493,10760563,"HZ524282","2016-11-21 04:45:00","0000X E 74TH ST","0610","BURGLARY","FORCIBLE ENTRY","APARTMENT","false","false",323,3,6,69,"05",1178225,1855973,2016,"11/28/2016 03:53:50 PM",41.7601,-87.62236,"(41.760100283, -87.622364921)"
"40811",152602,152602,7544299,"HS348255","2010-06-08 12:10:00","079XX S LAFAYETTE AVE","1811","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","SIDEWALK","true","false",623,6,17,44,"18",1177312,1852570,2010,"02/04/2016 06:33:39 AM",41.750782715,-87.625813624,"(41.750782715, -87.625813624)"
"55020",1959408,1959408,10609700,"HZ362476","2016-05-17 09:00:00","050XX W NEWPORT AVE","1153","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT OVER $ 300","RESIDENCE","false","false",1634,16,38,15,"11",NA,NA,2016,"07/25/2016 03:56:00 PM",NA,NA,""
"36218",1039147,1039147,8938954,"HV610324","2012-12-20 12:40:00","034XX W BELMONT AVE","0860","THEFT","RETAIL THEFT","DRUG STORE","false","false",1732,17,35,21,"06",1152928,1921067,2012,"02/04/2016 06:33:39 AM",41.93926,-87.71336,"(41.939262335, -87.71335694)"
"24835",891272,891272,8703396,"HT525267","2011-10-11 09:53:00","039XX S KARLOV AVE","0610","BURGLARY","FORCIBLE ENTRY","ABANDONED BUILDING","false","false",815,8,14,57,"05",1149702,1877974,2011,"02/04/2016 06:33:39 AM",41.82107,-87.72633,"(41.821073762, -87.726333627)"
"13248",263754,263754,7715858,"HS523877","2010-09-20 01:55:00","062XX S ADA ST","0486","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE","false","true",713,7,16,67,"08B",1168381,1863382,2010,"02/04/2016 06:33:39 AM",41.780649118,-87.658230098,"(41.780649118, -87.658230098)"
"69579",1901326,1901326,10477132,"HZ216356","2016-04-07 04:30:00","019XX W WINNEMAC AVE","4387","OTHER OFFENSE","VIOLATE ORDER OF PROTECTION","RESIDENCE","false","true",2032,20,47,4,"26",1162796,1933547,2016,"04/14/2016 03:49:38 PM",41.97331,-87.67674,"(41.973306501, -87.676737887)"
"61989",361288,361288,7870136,"HS669495","2010-12-20 05:15:00","031XX S EMERALD AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","false","true",924,9,11,60,"08B",1171814,1883975,2010,"02/04/2016 06:33:39 AM",41.837083755,-87.645039468,"(41.837083755, -87.645039468)"
"60885",906580,906580,8727369,"HV403159","2012-07-27 05:40:00","001XX W 75TH ST","1365","CRIMINAL TRESPASS","TO RESIDENCE","APARTMENT","false","false",731,7,6,69,"26",1176497,1855255,2012,"02/04/2016 06:33:39 AM",41.75817,-87.62872,"(41.758169024, -87.628719577)"
"61518",86372,86372,7441939,"HS243949","2010-04-05 10:10:00","036XX W MONTROSE AVE","0820","THEFT","$500 AND UNDER","STREET","false","false",1723,17,33,14,"06",1151138,1928993,2010,"02/04/2016 06:33:39 AM",41.961047206,-87.719727168,"(41.961047206, -87.719727168)"
"20946",909567,909567,8731606,"HV407448","2012-07-30 02:00:00","034XX W OGDEN AVE","0560","ASSAULT","SIMPLE","SIDEWALK","false","true",1021,10,24,29,"08A",1153914,1890794,2012,"02/04/2016 06:33:39 AM",41.85617,-87.71054,"(41.856170731, -87.710540771)"
"78136",1723290,1723290,10171870,"HY341043","2015-07-14 06:30:00","071XX S YALE AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false",731,7,6,69,"07",1175860,1857623,2015,"08/17/2015 03:03:40 PM",41.76468,-87.63098,"(41.764681384, -87.630983249)"
"28393",1214979,1214979,9221378,"HW367638","2013-07-18 08:30:00","005XX N MICHIGAN AVE","0460","BATTERY","SIMPLE","SIDEWALK","false","false",1834,18,42,8,"08B",1177337,1904039,2013,"02/04/2016 06:33:39 AM",41.89202,-87.62417,"(41.892017399, -87.624165306)"
"51419",1659648,1659648,10059918,"HY248636","2015-05-05 06:45:00","101XX S WENTWORTH AVE","1822","NARCOTICS","MANU/DEL:CANNABIS OVER 10 GMS","RESIDENCE","true","false",511,5,9,49,"18",1176731,1837717,2015,"08/17/2015 03:03:40 PM",41.71004,-87.62839,"(41.710037253, -87.628388444)"
"80535",1659449,1659449,10059668,"HY248074","2015-05-02 09:00:00","015XX S CALIFORNIA BLVD","2825","OTHER OFFENSE","HARASSMENT BY TELEPHONE","OTHER","false","true",1022,10,12,29,"26",1157932,1892551,2015,"08/17/2015 03:03:40 PM",41.86091,-87.69574,"(41.860911204, -87.695744714)"
"84611",1783653,1783653,10277077,"HY464769","2015-10-16 05:30:00","047XX N WHIPPLE ST","0610","BURGLARY","FORCIBLE ENTRY","APARTMENT","false","false",1713,17,33,14,"05",1155187,1931356,2015,"10/23/2015 03:57:50 PM",41.96745,-87.70478,"(41.967450892, -87.704777114)"
"17819",1392828,1392828,9517408,"HX172022","2014-03-03 06:00:00","044XX S FRANCISCO AVE","0620","BURGLARY","UNLAWFUL ENTRY","APARTMENT","false","false",922,9,14,58,"05",1157774,1875089,2014,"02/04/2016 06:33:39 AM",41.813,-87.6968,"(41.812996657, -87.696799712)"
"39497",1807311,1807311,10317802,"HY506855","2015-11-19 01:35:00","031XX W LEXINGTON ST","031A","ROBBERY","ARMED: HANDGUN","SIDEWALK","false","false",1134,11,24,27,"03",1155649,1896534,2015,"11/26/2015 03:56:16 PM",41.87189,-87.70402,"(41.871887199, -87.704017962)"
"88623",776935,776935,8523667,"HV200890","2012-03-16 08:44:00","059XX W SUPERIOR ST","0460","BATTERY","SIMPLE","SIDEWALK","false","false",1511,15,29,25,"08B",1136494,1904391,2012,"02/04/2016 06:33:39 AM",41.89381,-87.77416,"(41.893811694, -87.774156827)"
"33259",1359842,1359842,9459878,"HX113213","2014-01-13 05:00:00","019XX E HAYES DR","1506","PROSTITUTION","SOLICIT ON PUBLIC WAY","PARK PROPERTY","true","false",331,3,5,42,"16",1190514,1863515,2014,"02/04/2016 06:33:39 AM",41.78051,-87.57708,"(41.780508592, -87.577083186)"
"72017",1066593,1066593,8982738,"HW130019","2013-01-24 12:00:00","127XX S SANGAMON ST","1310","CRIMINAL DAMAGE","TO PROPERTY","RESIDENCE","false","false",523,5,34,53,"14",1172316,1820420,2013,"02/04/2016 06:33:39 AM",41.66267,-87.64506,"(41.662669563, -87.645062942)"
"58508",1300578,1300578,9360156,"HW503631","2013-10-22 07:26:00","079XX S HERMITAGE AVE","2820","OTHER OFFENSE","TELEPHONE THREAT","RESIDENCE","false","true",611,6,21,71,"26",1166058,1852088,2013,"02/04/2016 06:33:39 AM",41.74971,-87.66707,"(41.74970659, -87.667067379)"
"7797",2331180,2331180,10535690,"HZ279464","2016-05-25 01:00:00","008XX E 86TH ST","0497","BATTERY","AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON","RESIDENCE","false","true",632,6,8,44,"04B",1183493,1848140,2016,"06/01/2016 03:53:48 PM",41.73848,-87.6033,"(41.738484609, -87.603301408)"
"75322",1143479,1143479,9108928,"HW253707","2013-04-30 08:35:00","0000X W 79TH ST","1210","DECEPTIVE PRACTICE","THEFT OF LABOR/SERVICES","CTA GARAGE / OTHER PROPERTY","true","false",623,6,6,44,"11",1177483,1852629,2013,"02/04/2016 06:33:39 AM",41.75094,-87.62519,"(41.750940757, -87.625185222)"
"28167",2247718,2247718,11046804,"JA381939","2017-08-07 10:27:00","0000X E WALTON ST","1330","CRIMINAL TRESPASS","TO LAND","HOTEL/MOTEL","false","false",1833,18,42,8,"26",1176324,1906920,2017,"08/14/2017 04:00:25 PM",41.89995,-87.6278,"(41.899945921, -87.627798561)"
"64516",2387745,2387745,9994135,"HY184400","2015-03-13 10:10:00","065XX N OGALLAH AVE","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","false","false",1612,16,41,9,"14",1125655,1943193,2015,"08/17/2015 03:03:40 PM",42.00048,-87.8131,"(42.000475999, -87.813100749)"
"47745",455326,455326,8022146,"HT253755","2011-04-16 12:00:00","105XX S MICHIGAN AVE","0890","THEFT","FROM BUILDING","CHURCH/SYNAGOGUE/PLACE OF WORSHIP","false","false",512,5,9,49,"06",1178842,1834972,2011,"02/04/2016 06:33:39 AM",41.702456913,-87.620740848,"(41.702456913, -87.620740848)"
"64600",1831856,1831856,10359458,"HY550959","2015-12-25 03:00:00","065XX S KEDVALE AVE","0820","THEFT","$500 AND UNDER","APARTMENT","false","true",833,8,13,65,"06",1149832,1860825,2015,"01/01/2016 03:54:40 PM",41.77401,-87.7263,"(41.774011796, -87.726300977)"
"71520",1652108,1652108,10046603,"HY235628","2015-04-25 03:10:00","041XX W CULLERTON ST","1460","WEAPONS VIOLATION","POSS FIREARM/AMMO:NO FOID CARD","APARTMENT","false","false",1012,10,24,29,"15",1149128,1890101,2015,"08/17/2015 03:03:40 PM",41.85436,-87.72813,"(41.854362969, -87.728125905)"
"3310",1692446,1692446,10117533,"HY306104","2015-06-18 10:55:00","015XX W CERMAK RD","0470","PUBLIC PEACE VIOLATION","RECKLESS CONDUCT","SCHOOL, PUBLIC, BUILDING","true","false",1235,12,25,31,"24",1166511,1889503,2015,"08/17/2015 03:03:40 PM",41.85237,-87.66434,"(41.852368074, -87.664340305)"
"9523",1293148,1293148,9347801,"HW491556","2013-10-13 03:44:00","002XX S LAVERGNE AVE","2092","NARCOTICS","SOLICIT NARCOTICS ON PUBLICWAY","SIDEWALK","true","false",1533,15,28,25,"26",1143289,1898790,2013,"02/04/2016 06:33:39 AM",41.87832,-87.74934,"(41.878317645, -87.74934071)"
"80351",1722693,1722693,10170873,"HY358847","2015-07-28 09:27:00","001XX W HURON ST","0460","BATTERY","SIMPLE","HOTEL/MOTEL","true","false",1832,18,42,8,"08B",1175253,1905045,2015,"08/17/2015 03:03:40 PM",41.89482,-87.63179,"(41.894824927, -87.631788635)"
"18673",618665,618665,8273826,"HT508136","2011-08-12 09:00:00","032XX N ELSTON AVE","0841","THEFT","FINANCIAL ID THEFT:$300 &UNDER","GROCERY FOOD STORE","false","false",1733,17,33,21,"06",1156934,1921220,2011,"02/04/2016 06:33:39 AM",41.9396,-87.69863,"(41.939601732, -87.698629577)"
"60282",1210584,1210584,9214450,"HW360914","2013-07-13 03:53:00","011XX N PINE AVE","2024","NARCOTICS","POSS: HEROIN(WHITE)","SIDEWALK","true","false",1524,15,37,25,"18",1139304,1906954,2013,"02/04/2016 06:33:39 AM",41.90079,-87.76377,"(41.900794161, -87.763773985)"
"82227",1174822,1174822,9158133,"HW286401","2013-05-22 04:42:00","039XX W WILCOX ST","2014","NARCOTICS","MANU/DELIVER: HEROIN (WHITE)","VEHICLE NON-COMMERCIAL","true","false",1122,11,28,26,"18",1150087,1899044,2013,"02/04/2016 06:33:39 AM",41.87889,-87.72437,"(41.878885005, -87.724373109)"
"72845",1790278,1790278,10288039,"HY476532","2015-10-25 11:10:00","005XX W 75TH ST","1811","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","SIDEWALK","true","false",732,7,17,68,"18",1173970,1855180,2015,"11/01/2015 03:56:35 PM",41.75802,-87.63798,"(41.758019638, -87.637982966)"
"47911",1225247,1225247,9237770,"HW384137","2013-07-29 01:25:00","019XX S HARDING AVE","0820","THEFT","$500 AND UNDER","SIDEWALK","false","true",1014,10,24,29,"06",1150365,1890177,2013,"02/04/2016 06:33:39 AM",41.85455,-87.72358,"(41.854547507, -87.723583593)"
"99604",913398,913398,8738329,"HV413641","2012-07-24 11:50:00","100XX W OHARE ST","0810","THEFT","OVER $500","AIRPORT TERMINAL LOWER LEVEL - SECURE AREA","false","false",1651,16,41,76,"06",1100658,1934241,2012,"02/04/2016 06:33:39 AM",41.97629,-87.90523,"(41.976290414, -87.905227221)"
"76233",510001,510001,8105996,"HT338446","2011-06-09 10:45:00","010XX N KEELER AVE","0545","ASSAULT","PRO EMP HANDS NO/MIN INJURY","SCHOOL, PUBLIC, BUILDING","false","false",1111,11,37,23,"08A",1148187,1906782,2011,"02/04/2016 06:33:39 AM",41.90016,-87.73115,"(41.900155706, -87.731150217)"
"66162",2137749,2137749,10882349,"JA191873","2017-03-18 05:56:00","034XX W ROOSEVELT RD","0560","ASSAULT","SIMPLE","RESTAURANT","false","false",1021,10,24,29,"08A",1153531,1894495,2017,"03/25/2017 03:46:32 PM",41.86633,-87.71185,"(41.866334308, -87.711848248)"
"18207",254479,254479,7702207,"HS509130","2010-09-10 08:15:00","065XX S RHODES AVE","0460","BATTERY","SIMPLE","SIDEWALK","false","false",321,3,20,42,"08B",1181026,1861754,2010,"02/04/2016 06:33:39 AM",41.775899951,-87.611921604,"(41.775899951, -87.611921604)"
"44341",676609,676609,8364367,"HT597948","2011-11-20 03:50:00","009XX N PULASKI RD","1330","CRIMINAL TRESPASS","TO LAND","GAS STATION","true","false",1112,11,27,23,"26",1149554,1905881,2011,"02/04/2016 06:33:39 AM",41.89766,-87.72615,"(41.89765683, -87.726152565)"
"42379",465740,465740,8038785,"HT270106","2011-04-28 12:00:00","006XX W VERMONT ST","2820","OTHER OFFENSE","TELEPHONE THREAT","RESIDENCE","false","true",523,5,9,53,"26",1174191,1820508,2011,"02/04/2016 06:33:39 AM",41.662869757,-87.638198838,"(41.662869757, -87.638198838)"
"22889",999383,999383,8874037,"HV545516","2012-11-02 04:55:00","087XX S THROOP ST","0560","ASSAULT","SIMPLE","SIDEWALK","false","false",2222,22,21,71,"08A",1169189,1846786,2012,"02/04/2016 06:33:39 AM",41.73509,-87.65575,"(41.735090058, -87.655747053)"
"95044",330297,330297,7820572,"HS630612","2010-11-23 08:00:00","001XX N JEFFERSON ST","0810","THEFT","OVER $500","STREET","false","false",111,1,42,28,"06",1172310,1901016,2010,"02/04/2016 06:33:39 AM",41.883834627,-87.642716462,"(41.883834627, -87.642716462)"
"70193",1553037,1553037,9792684,"HX441612","2014-09-24 03:55:00","047XX N MAGNOLIA AVE","1811","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","SIDEWALK","true","false",1913,19,46,3,"18",1167039,1931600,2014,"02/04/2016 06:33:39 AM",41.96787,-87.66119,"(41.967873572, -87.661191628)"
"94152",1136754,1136754,9098534,"HW243083","2013-04-22 10:00:00","042XX N CICERO AVE","0870","THEFT","POCKET-PICKING","COMMERCIAL / BUSINESS OFFICE","false","false",1722,17,45,15,"06",1143613,1927634,2013,"02/04/2016 06:33:39 AM",41.95746,-87.74743,"(41.957462528, -87.747427476)"
"58274",91875,91875,7450572,"HS251934","2010-04-11 01:00:00","010XX E 59TH ST","0620","BURGLARY","UNLAWFUL ENTRY","SCHOOL, PRIVATE, BUILDING","true","false",2133,2,5,41,"05",1184237,1866104,2010,"02/04/2016 06:33:39 AM",41.787762213,-87.600014499,"(41.787762213, -87.600014499)"
"47235",531543,531543,8139774,"HT373060","2010-09-01 08:00:00","018XX N RICHMOND ST","0810","THEFT","OVER $500","SCHOOL, PUBLIC, BUILDING","false","false",1421,14,35,22,"06",1156525,1912139,2010,"02/04/2016 06:33:39 AM",41.91469,-87.70038,"(41.914691083, -87.700379148)"
"86065",1903446,1903446,10148993,"HY201189","2015-03-27 11:16:34","029XX W FLETCHER ST","2024","NARCOTICS","POSS: HEROIN(WHITE)","RESIDENCE","true","false",1411,14,33,21,"18",1156258,1920801,2015,"04/15/2016 03:49:27 PM",41.93847,-87.70113,"(41.938465674, -87.70112544)"
"99239",1647804,1647804,10038339,"HY228182","2015-04-19 02:31:00","041XX W PALMER ST","1170","DECEPTIVE PRACTICE","IMPERSONATION","STREET","true","false",2525,25,30,20,"11",1148594,1914304,2015,"08/17/2015 03:03:40 PM",41.92079,-87.72946,"(41.920788967, -87.729460764)"
"43441",1849631,1849631,10390095,"HZ126195","2016-01-23 04:30:00","031XX W ARGYLE ST","0460","BATTERY","SIMPLE","SIDEWALK","false","false",1713,17,33,14,"08B",1154380,1933043,2016,"01/30/2016 03:52:14 PM",41.9721,-87.7077,"(41.972096327, -87.707699083)"
"68891",1806096,1806096,10315750,"HY504653","2015-11-16 11:00:00","010XX E 95TH ST","0610","BURGLARY","FORCIBLE ENTRY","OTHER","false","false",413,4,8,47,"05",1184624,1842191,2015,"11/23/2015 03:53:26 PM",41.72213,-87.59934,"(41.722133485, -87.59934358)"
"4243",874847,874847,8679260,"HV354414","2012-06-26 06:45:00","017XX N KOSTNER AVE","0860","THEFT","RETAIL THEFT","DEPARTMENT STORE","true","false",2533,25,31,23,"06",1146784,1911248,2012,"02/04/2016 06:33:39 AM",41.91244,-87.73619,"(41.912437783, -87.736189335)"
"46752",1769989,1769989,10252799,"HY440771","2015-09-27 07:00:00","040XX N LAVERGNE AVE","0313","ROBBERY","ARMED: OTHER DANGEROUS WEAPON","SIDEWALK","false","false",1624,16,45,15,"03",1142307,1926296,2015,"10/09/2015 03:58:54 PM",41.95382,-87.75226,"(41.95381534, -87.752262162)"
"36060",2061078,2061078,10765741,"HZ530840","2016-11-26 05:00:00","045XX N MILWAUKEE AVE","0620","BURGLARY","UNLAWFUL ENTRY","APARTMENT","false","false",1623,16,45,15,"05",1140993,1929833,2016,"12/03/2016 03:47:46 PM",41.96355,-87.75701,"(41.963545529, -87.757005186)"
"37994",990665,990665,8860661,"HV534184","2012-10-25 11:00:00","059XX S INDIANA AVE","1320","CRIMINAL DAMAGE","TO VEHICLE","RESIDENTIAL YARD (FRONT/BACK)","false","false",232,2,20,40,"14",1178618,1865604,2012,"02/04/2016 06:33:39 AM",41.78652,-87.62063,"(41.78651983, -87.620632068)"
"99630",904722,904722,8724020,"HV400408","2012-07-25 09:01:00","105XX S MICHIGAN AVE","0320","ROBBERY","STRONGARM - NO WEAPON","SIDEWALK","false","false",512,5,9,49,"03",1178844,1835029,2012,"02/04/2016 06:33:39 AM",41.70261,-87.62073,"(41.702613284, -87.620731797)"
"20641",2339423,2339423,9545419,"HX198163","2012-11-06 02:00:00","076XX S JEFFERY BLVD","1156","DECEPTIVE PRACTICE","ATTEMPT - FINANCIAL IDENTITY THEFT","RESIDENCE","false","false",414,4,8,43,"11",NA,NA,2012,"08/17/2015 03:03:40 PM",NA,NA,""
"71369",1270174,1270174,9310089,"HW454888","2013-09-16 08:00:00","045XX W WEST END AVE","041A","BATTERY","AGGRAVATED: HANDGUN","STREET","false","false",1113,11,28,26,"04B",1145971,1900587,2013,"02/04/2016 06:33:39 AM",41.8832,-87.73945,"(41.883198325, -87.739447229)"
"96797",965140,965140,8820582,"HV493732","2012-09-27 08:55:00","062XX S SANGAMON ST","1512","PROSTITUTION","SOLICIT FOR PROSTITUTE","STREET","true","false",712,7,16,68,"16",1171062,1863174,2012,"02/04/2016 06:33:39 AM",41.78002,-87.64841,"(41.780020161, -87.648407148)"
"5733",2379163,2379163,9978827,"HY168618","2015-03-02 01:15:00","088XX S BISHOP ST","1310","CRIMINAL DAMAGE","TO PROPERTY","RESIDENCE","true","true",2222,22,21,71,"14",1168214,1846076,2015,"08/17/2015 03:03:40 PM",41.73316,-87.65934,"(41.733162723, -87.659339424)"
"25446",79741,79741,7431033,"HS232704","2010-03-30 09:30:00","006XX N SAWYER AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE PORCH/HALLWAY","false","true",1121,11,27,23,"08B",1154592,1904143,2010,"02/04/2016 06:33:39 AM",41.892788262,-87.707695004,"(41.892788262, -87.707695004)"
"66942",1896966,1896966,10470320,"HZ209096","2016-04-01 12:30:00","105XX S MICHIGAN AVE","1154","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT $300 AND UNDER","RESIDENCE","false","false",512,5,9,49,"11",1178849,1835107,2016,"04/08/2016 03:51:24 PM",41.70283,-87.62071,"(41.702827213, -87.620711125)"
"79610",1681309,1681309,10098232,"HY286312","2015-02-01 01:00:00","025XX N ST LOUIS AVE","0820","THEFT","$500 AND UNDER","RESIDENCE-GARAGE","false","false",1413,14,26,22,"06",1152618,1916630,2015,"08/17/2015 03:03:40 PM",41.92709,-87.71461,"(41.927092999, -87.714613966)"
"62805",239519,239519,7680272,"HS484916","2010-08-26 08:00:00","031XX W BYRON ST","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false",1733,17,33,16,"07",1154595,1925765,2010,"02/04/2016 06:33:39 AM",41.952120731,-87.70710408,"(41.952120731, -87.70710408)"
"12119",1624372,1624372,9996415,"HY186749","2014-08-14 07:00:00","016XX W ROOSEVELT RD","0820","THEFT","$500 AND UNDER","PARKING LOT/GARAGE(NON.RESID.)","false","false",1233,12,2,28,"06",1165742,1894778,2014,"02/04/2016 06:33:39 AM",41.86686,-87.66701,"(41.866859553, -87.667012497)"
"57009",2266048,2266048,11072348,"JA412051","2017-08-30 01:10:00","041XX W CORNELIA AVE","0890","THEFT","FROM BUILDING","RESIDENCE-GARAGE","false","false",1731,17,30,16,"06",1147945,1923075,2017,"09/06/2017 03:50:49 PM",41.94487,-87.73162,"(41.944869887, -87.731619174)"
"22389",491961,491961,8078197,"HT311323","2011-05-23 11:09:00","011XX N PULASKI RD","031A","ROBBERY","ARMED: HANDGUN","SIDEWALK","false","false",1112,11,27,23,"03",1149509,1907393,2011,"02/04/2016 06:33:39 AM",41.90181,-87.72628,"(41.901806786, -87.72627855)"
"81937",1272062,1272062,9313592,"HW456785","2013-09-18 11:00:00","016XX N RICHMOND ST","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","false","true",1421,14,35,24,"08B",1156568,1910749,2013,"02/04/2016 06:33:39 AM",41.91088,-87.70026,"(41.910875938, -87.700258865)"
"800",220609,220609,7650756,"HS451130","2010-08-07 07:45:00","031XX W MADISON ST","0460","BATTERY","SIMPLE","SIDEWALK","false","false",1331,12,28,27,"08B",1155554,1899852,2010,"02/04/2016 06:33:39 AM",41.88099404,-87.704277465,"(41.88099404, -87.704277465)"
