"","X.1","X","ID","Case.Number","Date","Block","IUCR","Primary.Type","Description","Location.Description","Arrest","Domestic","Beat","District","Ward","Community.Area","FBI.Code","X.Coordinate","Y.Coordinate","Year","Updated.On","Latitude","Longitude","Location"
"87914",139104,139104,7523254,"HS326620","2010-05-25 11:05:00","043XX S OAKENWALD AVE","0320","ROBBERY","STRONGARM - NO WEAPON","SIDEWALK","false","false",2123,2,4,39,"03",1185059,1876345,2010,"02/04/2016 06:33:39 AM",41.815845019,-87.596678791,"(41.815845019, -87.596678791)"
"92979",535859,535859,8145428,"HT380307","2011-07-04 10:30:00","023XX N LINCOLN AVE","0810","THEFT","OVER $500","STREET","false","false",1812,18,43,7,"06",1171157,1915588,2011,"02/04/2016 06:33:39 AM",41.92385,-87.64652,"(41.92384641, -87.646521939)"
"12710",1602179,1602179,9875719,"HX526703","2014-12-01 05:31:00","081XX S MARYLAND AVE","0460","BATTERY","SIMPLE","RESIDENCE","false","false",631,6,8,44,"08B",1183322,1851118,2014,"02/04/2016 06:33:39 AM",41.74666,-87.60384,"(41.746660544, -87.603835415)"
"20118",17330,17330,7328339,"HS131958","2010-01-21 11:00:00","007XX W GRAND AVE","0810","THEFT","OVER $500","STREET","false","false",1323,12,27,24,"06",1171264,1903691,2010,"02/04/2016 06:33:39 AM",41.891198035,-87.646478819,"(41.891198035, -87.646478819)"
"47698",409542,409542,7949523,"HT181886","2011-02-28 07:40:00","073XX S WOLCOTT AVE","0610","BURGLARY","FORCIBLE ENTRY","APARTMENT","false","false",735,7,17,67,"05",1164960,1855926,2011,"02/04/2016 06:33:39 AM",41.760261868,-87.670982648,"(41.760261868, -87.670982648)"
"76758",1937231,1937231,10570775,"HZ318660","2016-06-22 12:30:00","003XX W 74TH ST","0460","BATTERY","SIMPLE","APARTMENT","false","true",731,7,17,69,"08B",1175111,1855879,2016,"06/29/2016 03:52:46 PM",41.75991,-87.63378,"(41.759912394, -87.633780509)"
"86342",1915956,1915956,10505670,"HZ247250","2016-04-15 10:30:00","053XX S KEDZIE AVE","1210","DECEPTIVE PRACTICE","THEFT OF LABOR/SERVICES","OTHER","false","false",822,8,14,63,"11",1155949,1869224,2016,"05/05/2016 03:54:03 PM",41.79694,-87.70365,"(41.796939201, -87.703651531)"
"92574",2003594,2003594,10678475,"HZ431408","2016-09-12 10:00:00","065XX S DR MARTIN LUTHER KING JR DR","0620","BURGLARY","UNLAWFUL ENTRY","APARTMENT","false","false",312,3,20,69,"05",1180045,1861742,2016,"09/19/2016 03:50:56 PM",41.77589,-87.61552,"(41.775889548, -87.615518198)"
"43706",1612153,1612153,9894274,"HX489182","2014-10-31 06:00:00","033XX W FILLMORE ST","2093","NARCOTICS","FOUND SUSPECT NARCOTICS","POLICE FACILITY/VEH PARKING LOT","true","false",1134,11,24,29,"26",NA,NA,2014,"02/04/2016 06:33:39 AM",NA,NA,""
"28498",2319047,2319047,10517026,"HZ259128","2016-05-10 03:41:00","048XX W SCHUBERT AVE","2024","NARCOTICS","POSS: HEROIN(WHITE)","RESIDENCE","true","false",2521,25,31,19,"18",1143659,1917520,2016,"05/17/2016 03:49:21 PM",41.92971,-87.74751,"(41.929707923, -87.74751248)"
"19718",1830666,1830666,10357957,"HY547931","2015-12-23 04:24:00","023XX N SAYRE AVE","0320","ROBBERY","STRONGARM - NO WEAPON","OTHER COMMERCIAL TRANSPORTATION","false","false",2512,25,36,18,"03",1129208,1914562,2015,"12/30/2015 04:03:21 PM",41.92185,-87.80068,"(41.921849462, -87.800684446)"
"88947",1160293,1160293,9135475,"HW280381","2013-05-18 12:00:00","010XX N LOCKWOOD AVE","2820","OTHER OFFENSE","TELEPHONE THREAT","RESIDENCE","false","false",1524,15,37,25,"26",1140833,1906448,2013,"02/04/2016 06:33:39 AM",41.89938,-87.75817,"(41.899377644, -87.758170246)"
"63015",634350,634350,8299067,"HT532467","2011-10-07 01:00:00","016XX N RICHMOND ST","0610","BURGLARY","FORCIBLE ENTRY","RESIDENCE-GARAGE","false","false",1421,14,35,24,"05",1156562,1910956,2011,"02/04/2016 06:33:39 AM",41.91144,-87.70028,"(41.911444085, -87.700275294)"
"60504",362108,362108,7871284,"HT101911","2011-01-01 09:00:00","021XX S KEDZIE AVE","0320","ROBBERY","STRONGARM - NO WEAPON","CTA BUS STOP","false","false",1022,10,24,30,"03",1155350,1889747,2011,"02/04/2016 06:33:39 AM",41.853268942,-87.705298,"(41.853268942, -87.705298)"
"39045",236596,236596,7675338,"HS480375","2010-08-11 05:00:00","019XX W 43RD ST","1206","DECEPTIVE PRACTICE","THEFT BY LESSEE,MOTOR VEH","OTHER COMMERCIAL TRANSPORTATION","false","false",914,9,12,61,"11",1164327,1876162,2010,"02/04/2016 06:33:39 AM",41.815805381,-87.672732767,"(41.815805381, -87.672732767)"
"42633",605223,605223,8253520,"HT487285","2011-09-08 04:00:00","052XX W FERDINAND ST","2024","NARCOTICS","POSS: HEROIN(WHITE)","SIDEWALK","true","false",1523,15,28,25,"18",1141268,1902644,2011,"02/04/2016 06:33:39 AM",41.88893,-87.75667,"(41.888930998, -87.756666383)"
"31703",135622,135622,7517954,"HS321221","2010-05-22 02:00:00","028XX S PULASKI RD","0312","ROBBERY","ARMED:KNIFE/CUTTING INSTRUMENT","SIDEWALK","false","false",1031,10,22,30,"03",1150170,1884913,2010,"02/04/2016 06:33:39 AM",41.840106225,-87.724436322,"(41.840106225, -87.724436322)"
"80136",2270695,2270695,11078311,"JA419939","2017-09-05 04:53:00","081XX S MICHIGAN AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","STREET","false","false",631,6,6,44,"08B",1178568,1850968,2017,"09/12/2017 03:54:26 PM",41.74636,-87.62126,"(41.746358206, -87.62125965)"
"4045",1201509,1201509,9201083,"HW346232","2013-07-03 11:40:00","044XX N BROADWAY","0860","THEFT","RETAIL THEFT","DEPARTMENT STORE","true","false",1913,19,46,3,"06",1168469,1929861,2013,"02/04/2016 06:33:39 AM",41.96307,-87.65598,"(41.963070794, -87.655984213)"
"46724",328814,328814,7817935,"HS628217","2010-11-22 04:45:00","041XX W HARRISON ST","1310","CRIMINAL DAMAGE","TO PROPERTY","RESIDENCE","false","false",1132,11,24,26,"14",1148703,1897034,2010,"02/04/2016 06:33:39 AM",41.873396169,-87.729506862,"(41.873396169, -87.729506862)"
"7251",1346915,1346915,9436428,"HW580655","2013-12-22 02:30:00","0000X N STATE ST","0860","THEFT","RETAIL THEFT","DEPARTMENT STORE","true","false",112,1,42,32,"06",1176365,1900502,2013,"02/04/2016 06:33:39 AM",41.88233,-87.62784,"(41.88233367, -87.627841791)"
"87202",649847,649847,8322455,"HT556969","2011-10-24 10:49:00","029XX S STATE ST","1811","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","CHA PARKING LOT/GROUNDS","true","false",2113,1,3,35,"18",1176758,1885480,2011,"02/04/2016 06:33:39 AM",41.8411,-87.62685,"(41.841103444, -87.626852618)"
"20525",719273,719273,8431360,"HV109985","2012-01-08 05:46:00","066XX S MAY ST","1811","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","STREET","true","false",724,7,17,68,"18",1169794,1860778,2012,"02/04/2016 06:33:39 AM",41.77347,-87.65313,"(41.773472867, -87.653125298)"
"88079",2364220,2364220,9949984,"HY138350","2015-02-03 02:04:00","025XX N NORMANDY AVE","0860","THEFT","RETAIL THEFT","PARKING LOT/GARAGE(NON.RESID.)","false","false",2512,25,36,18,"06",1131321,1916235,2015,"08/17/2015 03:03:40 PM",41.9264,-87.79288,"(41.926404101, -87.792881805)"
"44163",2229656,2229656,11024456,"JA355373","2017-07-06 03:00:00","019XX S TRUMBULL AVE","2825","OTHER OFFENSE","HARASSMENT BY TELEPHONE","RESIDENCE","false","true",1024,10,24,29,"26",1153725,1890403,2017,"07/24/2017 03:52:11 PM",41.8551,-87.71124,"(41.855101541, -87.711244899)"
"21227",269976,269976,7725828,"HS533459","2010-09-25 02:00:00","041XX N ASHLAND AVE","0890","THEFT","FROM BUILDING","RESIDENCE PORCH/HALLWAY","false","false",1923,19,47,6,"06",1164914,1927544,2010,"02/04/2016 06:33:39 AM",41.956789218,-87.669120657,"(41.956789218, -87.669120657)"
"33248",232266,232266,7668854,"HS473633","2010-08-19 09:00:00","121XX S WALLACE ST","0820","THEFT","$500 AND UNDER","RESIDENTIAL YARD (FRONT/BACK)","false","false",523,5,34,53,"06",1174497,1824463,2010,"02/04/2016 06:33:39 AM",41.673716148,-87.636962086,"(41.673716148, -87.636962086)"
"17107",521360,521360,8123054,"HT358128","2011-06-20 12:00:00","021XX W ARTHUR AVE","2826","OTHER OFFENSE","HARASSMENT BY ELECTRONIC MEANS","APARTMENT","false","false",2412,24,50,2,"26",1161015,1943137,2011,"02/04/2016 06:33:39 AM",41.99966,-87.68302,"(41.999659094, -87.683019265)"
"67597",1296419,1296419,9353455,"HW496693","2013-10-17 02:50:00","057XX S CICERO AVE","0460","BATTERY","SIMPLE","AIRPORT TERMINAL UPPER LEVEL - SECURE AREA","true","false",813,8,23,56,"08B",1145654,1866253,2013,"02/04/2016 06:33:39 AM",41.78899,-87.74148,"(41.788987036, -87.74147999)"
"27007",1885832,1885832,10453050,"HZ191878","2016-03-17 03:37:00","053XX S WESTERN AVE","0820","THEFT","$500 AND UNDER","SIDEWALK","false","false",923,9,14,63,"06",1161283,1869012,2016,"03/24/2016 03:46:07 PM",41.79625,-87.6841,"(41.796248561, -87.684096904)"
"51375",101564,101564,7465149,"HS267222","2010-04-20 03:25:00","058XX W WABANSIA AVE","1811","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","SIDEWALK","true","false",2531,25,29,25,"18",1137017,1910702,2010,"02/04/2016 06:33:39 AM",41.911120486,-87.772084348,"(41.911120486, -87.772084348)"
"99745",2299833,2299833,11117598,"JA469905","2017-10-13 02:13:00","019XX N CICERO AVE","0860","THEFT","RETAIL THEFT","DEPARTMENT STORE","true","false",2533,25,31,19,"06",1144090,1912429,2017,"10/20/2017 03:54:35 PM",41.91573,-87.74606,"(41.915729613, -87.746056778)"
"93367",326830,326830,7815106,"HS624796","2010-11-18 01:00:00","011XX W WILSON AVE","0820","THEFT","$500 AND UNDER","STREET","false","false",2311,19,46,3,"06",1167612,1930696,2010,"02/04/2016 06:33:39 AM",41.96538061,-87.659110921,"(41.96538061, -87.659110921)"
"16506",531778,531778,8140054,"HT373839","2011-06-30 05:00:00","001XX W 35TH ST","1210","DECEPTIVE PRACTICE","THEFT OF LABOR/SERVICES","CTA PLATFORM","true","false",924,9,11,34,"11",1175739,1881773,2011,"02/04/2016 06:33:39 AM",41.83095,-87.6307,"(41.830954079, -87.630703226)"
"26425",1464594,1464594,9643701,"HX294588","2014-06-08 01:45:00","022XX W IOWA ST","1365","CRIMINAL TRESPASS","TO RESIDENCE","APARTMENT","false","false",1212,12,32,24,"26",1161232,1905956,2014,"02/04/2016 06:33:39 AM",41.89763,-87.68326,"(41.897627834, -87.683258406)"
"25258",264300,264300,7717085,"HS524354","2010-09-17 11:10:00","042XX S ROCKWELL ST","0460","BATTERY","SIMPLE","STREET","false","false",914,9,12,58,"08B",1159741,1876360,2010,"02/04/2016 06:33:39 AM",41.81644423,-87.689549726,"(41.81644423, -87.689549726)"
"33195",1747472,1747472,10215257,"HY401115","2015-08-28 05:13:00","013XX S KOMENSKY AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","false","false",1011,10,24,29,"08B",1149594,1893562,2015,"09/10/2015 11:43:14 AM",41.86385,-87.72633,"(41.863851348, -87.72632567)"
"64425",144495,144495,7531519,"HS335330","2010-05-31 02:00:00","096XX S CARPENTER ST","2825","OTHER OFFENSE","HARASSMENT BY TELEPHONE","RESIDENCE","false","false",2223,22,21,73,"26",1171020,1840824,2010,"02/04/2016 06:33:39 AM",41.718689723,-87.649212618,"(41.718689723, -87.649212618)"
"65462",2071622,2071622,10781628,"HZ548857","2016-12-12 06:15:00","016XX N LA SALLE DR","0890","THEFT","FROM BUILDING","APARTMENT","false","false",1814,18,43,7,"06",1174829,1911351,2016,"12/19/2016 03:54:45 PM",41.91214,-87.63316,"(41.912138405, -87.633156819)"
"54670",1517145,1517145,9731498,"HX381530","2014-08-10 12:30:00","007XX E 50TH ST","0920","MOTOR VEHICLE THEFT","ATT: AUTOMOBILE","STREET","false","false",223,2,4,38,"07",1182038,1872023,2014,"02/04/2016 06:33:39 AM",41.80406,-87.60789,"(41.804055642, -87.607894092)"
"87594",2313063,2313063,11134562,"JA492321","2017-10-30 11:40:00","0000X W RANDOLPH ST","0810","THEFT","OVER $500","RESTAURANT","false","false",111,1,42,32,"06",1176157,1901285,2017,"11/06/2017 03:52:31 PM",41.88449,-87.62858,"(41.884486956, -87.628581948)"
"60085",1707399,1707399,10142959,"HY332219","2015-07-08 09:00:00","051XX N BROADWAY","1330","CRIMINAL TRESPASS","TO LAND","PARKING LOT/GARAGE(NON.RESID.)","true","false",2033,20,48,3,"26",1167382,1934442,2015,"08/17/2015 03:03:40 PM",41.97566,-87.65985,"(41.975664719, -87.659848302)"
"34816",1325987,1325987,9401903,"HW544832","2013-11-23 04:00:00","049XX S KEDZIE AVE","1305","CRIMINAL DAMAGE","CRIMINAL DEFACEMENT","COMMERCIAL / BUSINESS OFFICE","true","false",821,8,14,63,"14",1155883,1871498,2013,"02/04/2016 06:33:39 AM",41.80318,-87.70383,"(41.803180697, -87.703832492)"
"11791",2233117,2233117,11026366,"JA357294","2017-07-21 12:00:00","0000X E CERMAK RD","0460","BATTERY","SIMPLE","SIDEWALK","true","false",131,1,2,33,"08B",1177245,1889767,2017,"07/28/2017 03:47:55 PM",41.85286,-87.62494,"(41.852856273, -87.624935751)"
"73398",216030,216030,7644450,"HS447059","2010-08-05 12:50:00","024XX N WASHTENAW AVE","0610","BURGLARY","FORCIBLE ENTRY","RESIDENCE","false","false",1431,14,1,22,"05",1157956,1916249,2010,"02/04/2016 06:33:39 AM",41.925940135,-87.695009443,"(41.925940135, -87.695009443)"
"6773",292829,292829,7760475,"HS569083","2010-10-13 09:00:00","012XX S LAWNDALE AVE","0890","THEFT","FROM BUILDING","VACANT LOT/LAND","false","false",1011,10,24,29,"06",1151904,1894136,2010,"02/04/2016 06:33:39 AM",41.865381337,-87.717830604,"(41.865381337, -87.717830604)"
"88105",582966,582966,8219185,"HT453212","2011-08-17 10:20:00","012XX N KEDZIE AVE","2024","NARCOTICS","POSS: HEROIN(WHITE)","SIDEWALK","true","false",1423,14,26,24,"18",1154799,1908230,2011,"02/04/2016 06:33:39 AM",41.904,-87.70683,"(41.903999225, -87.706825159)"
"74789",1490221,1490221,9686824,"HX337307","2014-07-08 11:40:00","110XX S HOMAN AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE","false","true",2211,22,19,74,"08B",1155638,1831171,2014,"02/04/2016 06:33:39 AM",41.69252,-87.70581,"(41.692521716, -87.705809653)"
"50306",866701,866701,8666366,"HV341894","2012-06-18 08:00:00","079XX S THROOP ST","0486","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE","false","true",612,6,21,71,"08B",1169041,1852050,2012,"02/04/2016 06:33:39 AM",41.74954,-87.65614,"(41.749538406, -87.656137501)"
"28841",847624,847624,8637122,"HV311581","2012-05-31 03:00:00","035XX N BROADWAY","0820","THEFT","$500 AND UNDER","STREET","false","false",1925,19,46,6,"06",1171105,1923675,2012,"02/04/2016 06:33:39 AM",41.94604,-87.64647,"(41.94603862, -87.64647494)"
"57405",2319710,2319710,10518443,"HZ260467","2016-05-11 04:00:00","043XX N HAZEL ST","1130","DECEPTIVE PRACTICE","FRAUD OR CONFIDENCE GAME","APARTMENT","false","false",1915,19,46,3,"11",1169474,1929172,2016,"05/18/2016 03:50:36 PM",41.96116,-87.65231,"(41.961158296, -87.652309344)"
"45747",1703946,1703946,10137470,"HY326166","2015-07-03 03:55:00","055XX W ALTGELD ST","0320","ROBBERY","STRONGARM - NO WEAPON","SIDEWALK","false","false",2515,25,30,19,"03",1138805,1916068,2015,"08/17/2015 03:03:40 PM",41.92581,-87.76539,"(41.9258131, -87.765385194)"
"18690",1216123,1216123,9223556,"HW369305","2013-07-18 07:20:00","046XX N MARINE DR","1150","DECEPTIVE PRACTICE","CREDIT CARD FRAUD","HOSPITAL BUILDING/GROUNDS","false","false",1914,19,46,3,"11",1170399,1931093,2013,"02/04/2016 06:33:39 AM",41.96641,-87.64885,"(41.966409353, -87.648852157)"
"44518",1725298,1725298,10175961,"HY363410","2015-07-23 12:00:00","032XX N KEDZIE AVE","5002","OTHER OFFENSE","OTHER VEHICLE OFFENSE","OTHER","false","false",1733,17,35,21,"26",1154475,1921533,2015,"08/17/2015 03:03:40 PM",41.94051,-87.70766,"(41.940510231, -87.707658764)"
"27316",2277731,2277731,11088118,"JA431879","2017-09-15 04:13:00","029XX N DAMEN AVE","1812","NARCOTICS","POSS: CANNABIS MORE THAN 30GMS","STREET","true","false",1931,19,1,5,"18",1162499,1919723,2017,"09/22/2017 03:51:38 PM",41.93538,-87.67822,"(41.93537899, -87.678218615)"
"48979",156509,156509,7551035,"HS354184","2010-06-10 11:30:00","058XX N PULASKI RD","0890","THEFT","FROM BUILDING","RESIDENCE","false","false",1711,17,39,13,"06",1148682,1938093,2010,"02/04/2016 06:33:39 AM",41.986066128,-87.728520584,"(41.986066128, -87.728520584)"
"70110",604849,604849,8252598,"HT485449","2011-09-07 01:35:00","084XX S OGLESBY AVE","0630","BURGLARY","ATTEMPT FORCIBLE ENTRY","RESIDENCE","false","false",412,4,8,46,"05",1193306,1849522,2011,"02/04/2016 06:33:39 AM",41.74204,-87.5673,"(41.742042887, -87.567304254)"
"86608",760337,760337,8496939,"HV174268","2012-02-27 07:30:00","105XX S MARYLAND AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","false","true",512,5,9,50,"08B",1183775,1835205,2012,"02/04/2016 06:33:39 AM",41.70298,-87.60267,"(41.702982867, -87.602670447)"
"8560",802664,802664,8566255,"HV240808","2012-04-13 07:00:00","0000X E DELAWARE PL","0620","BURGLARY","UNLAWFUL ENTRY","APARTMENT","false","false",1833,18,42,8,"05",1176296,1906628,2012,"02/04/2016 06:33:39 AM",41.89915,-87.62791,"(41.899145291, -87.627910223)"
"64996",1217913,1217913,9225701,"HW372554","2013-07-21 02:50:00","001XX E 119TH PL","2820","OTHER OFFENSE","TELEPHONE THREAT","RESIDENCE","false","false",532,5,9,53,"26",1179269,1825757,2013,"02/04/2016 06:33:39 AM",41.67716,-87.61946,"(41.677159925, -87.619456931)"
"36451",1991486,1991486,10660988,"HZ410961","2016-08-28 04:30:00","004XX W MADISON ST","0337","ROBBERY","ATTEMPT: ARMED-OTHER DANG WEAP","OTHER","false","false",121,1,42,28,"03",1173505,1900319,2016,"09/04/2016 03:47:52 PM",41.8819,-87.63835,"(41.881895543, -87.638349075)"
"18607",1369833,1369833,9476981,"HX130409","2014-01-28 01:34:00","112XX S NORMAL AVE","041A","BATTERY","AGGRAVATED: HANDGUN","SIDEWALK","false","false",2233,22,34,49,"04B",1174969,1830416,2014,"02/04/2016 06:33:39 AM",41.69004,-87.63506,"(41.690041633, -87.63505793)"
"81279",589320,589320,8228467,"HT460463","2011-08-22 01:00:00","088XX S ADA ST","051A","ASSAULT","AGGRAVATED: HANDGUN","STREET","false","false",2222,22,21,71,"04A",1168873,1846252,2011,"02/04/2016 06:33:39 AM",41.73363,-87.65692,"(41.733631506, -87.656920122)"
"43804",1394112,1394112,9520080,"HX175263","2014-03-07 03:00:00","023XX N CLARK ST","0890","THEFT","FROM BUILDING","BAR OR TAVERN","false","false",1812,18,43,7,"06",1172951,1915910,2014,"02/04/2016 06:33:39 AM",41.92469,-87.63992,"(41.924690373, -87.639920575)"
"76325",298069,298069,7769343,"HS576884","2010-10-22 12:30:00","003XX S LAVERGNE AVE","0460","BATTERY","SIMPLE","SIDEWALK","false","false",1533,15,29,25,"08B",1143325,1897732,2010,"02/04/2016 06:33:39 AM",41.875413689,-87.749234961,"(41.875413689, -87.749234961)"
"60436",1187670,1187670,9179205,"HW323827","2013-06-17 06:00:00","003XX E LOWER WACKER DR","0810","THEFT","OVER $500","WAREHOUSE","false","false",114,1,42,32,"06",1178704,1902452,2013,"02/04/2016 06:33:39 AM",41.88763,-87.61919,"(41.887631483, -87.619193484)"
"70196",1662321,1662321,10064798,"HY253361","2015-05-09 12:30:00","069XX S EGGLESTON AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","false","true",732,7,6,68,"08B",1174481,1858813,2015,"08/17/2015 03:03:40 PM",41.76798,-87.636,"(41.767977671, -87.636002276)"
"61495",2051607,2051607,10751409,"HZ513631","2016-11-13 10:30:00","029XX S ARCHER AVE","1310","CRIMINAL DAMAGE","TO PROPERTY","RESIDENCE","false","false",913,9,11,60,"14",1167952,1885394,2016,"11/20/2016 03:47:20 PM",41.84106,-87.65917,"(41.841061674, -87.659169824)"
"58469",1233452,1233452,9252163,"HW397279","2013-06-05 09:00:00","010XX E 95TH ST","0890","THEFT","FROM BUILDING","OTHER","false","false",413,4,8,47,"06",1184624,1842191,2013,"02/04/2016 06:33:39 AM",41.72213,-87.59934,"(41.722133485, -87.59934358)"
"25522",373996,373996,7891168,"HT120832","2011-01-13 05:00:00","044XX S WELLS ST","0890","THEFT","FROM BUILDING","RESIDENCE","false","false",935,9,3,37,"06",1175353,1875605,2011,"02/04/2016 06:33:39 AM",41.814037201,-87.632304119,"(41.814037201, -87.632304119)"
"5253",698870,698870,8399956,"HT632654","2011-12-14 10:41:00","006XX N TALMAN AVE","502P","OTHER OFFENSE","FALSE/STOLEN/ALTERED TRP","STREET","true","false",1313,12,26,24,"26",1158706,1904321,2011,"02/04/2016 06:33:39 AM",41.89319,-87.69258,"(41.893193399, -87.692580974)"
"38229",1492915,1492915,9691946,"HX341390","2014-07-11 09:00:00","069XX S SANGAMON ST","1345","CRIMINAL DAMAGE","TO CITY OF CHICAGO PROPERTY","SCHOOL, PUBLIC, BUILDING","false","false",733,7,17,68,"14",1171175,1858746,2014,"02/04/2016 06:33:39 AM",41.76787,-87.64812,"(41.767866727, -87.648122217)"
"14900",161183,161183,7557651,"HS361495","2010-06-15 03:00:00","108XX S HOYNE AVE","0820","THEFT","$500 AND UNDER","STREET","false","false",2212,22,19,75,"06",1164274,1832652,2010,"02/04/2016 06:33:39 AM",41.696408839,-87.67415009,"(41.696408839, -87.67415009)"
"67256",962121,962121,8815377,"HV446346","2012-08-25 01:35:00","003XX E 69TH ST","2014","NARCOTICS","MANU/DELIVER: HEROIN (WHITE)","SIDEWALK","true","false",322,3,6,69,"18",1179355,1859331,2012,"02/04/2016 06:33:39 AM",41.76929,-87.61812,"(41.769289292, -87.618121158)"
"31836",1969740,1969740,10619302,"HZ372826","2016-07-31 07:32:00","005XX W 75TH ST","0820","THEFT","$500 AND UNDER","STREET","false","false",732,7,17,68,"06",1174094,1855184,2016,"08/07/2016 03:48:40 PM",41.75803,-87.63753,"(41.758027864, -87.637528403)"
"98668",2305095,2305095,11124260,"JA478660","2017-10-20 01:20:00","012XX S FAIRFIELD AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","STREET","false","true",1023,10,28,29,"08B",1158230,1894168,2017,"10/27/2017 03:54:06 PM",41.86534,-87.69461,"(41.865342341, -87.694606658)"
"9830",1966395,1966395,10614819,"HZ367741","2016-07-27 03:00:00","041XX S MICHIGAN AVE","1310","CRIMINAL DAMAGE","TO PROPERTY","STREET","false","false",213,2,3,38,"14",1177844,1877594,2016,"08/03/2016 03:52:15 PM",41.81944,-87.62311,"(41.81943906, -87.623106676)"
"47618",2283027,2283027,11095593,"JA441583","2017-09-21 06:30:00","017XX W OHIO ST","0810","THEFT","OVER $500","STREET","false","false",1215,12,1,24,"06",1164661,1904066,2017,"09/28/2017 03:48:16 PM",41.89237,-87.67072,"(41.892369545, -87.670717717)"
"96996",1324221,1324221,9398743,"HW541957","2013-11-21 07:30:00","031XX N NASHVILLE AVE","1310","CRIMINAL DAMAGE","TO PROPERTY","APARTMENT","false","false",2511,25,36,19,"14",1131881,1920129,2013,"02/04/2016 06:33:39 AM",41.93708,-87.79073,"(41.937079991, -87.79073347)"
"99082",1324317,1324317,9399093,"HW523462","2013-11-06 04:09:00","058XX N KENMORE AVE","2011","NARCOTICS","MANU/DELIVER:BARBITUATES","ALLEY","true","false",2022,20,48,77,"18",1168190,1938906,2013,"02/04/2016 06:33:39 AM",41.9879,-87.65675,"(41.987896579, -87.656747337)"
"41543",1688697,1688697,10110679,"HY299159","2015-06-13 12:30:00","019XX W WINNEMAC AVE","4387","OTHER OFFENSE","VIOLATE ORDER OF PROTECTION","APARTMENT","false","true",2032,20,47,4,"26",1162796,1933547,2015,"08/17/2015 03:03:40 PM",41.97331,-87.67674,"(41.973306501, -87.676737887)"
"78889",1576515,1576515,9831910,"HX481725","2014-10-25 12:39:00","043XX W DICKENS AVE","0560","ASSAULT","SIMPLE","RESIDENCE","false","true",2522,25,30,20,"08A",1147111,1913604,2014,"02/04/2016 06:33:39 AM",41.9189,-87.73493,"(41.918896626, -87.734927621)"
"65370",2078021,2078021,10791903,"HZ562031","2016-12-22 06:40:00","002XX N LA SALLE ST","1150","DECEPTIVE PRACTICE","CREDIT CARD FRAUD","RESTAURANT","false","false",122,1,42,32,"11",1175093,1901988,2016,"12/29/2016 03:52:46 PM",41.88644,-87.63247,"(41.886439939, -87.632467972)"
"20848",1318415,1318415,9389214,"HW532685","2013-11-14 05:30:00","072XX S WASHTENAW AVE","2826","OTHER OFFENSE","HARASSMENT BY ELECTRONIC MEANS","RESIDENCE","false","true",831,8,18,66,"26",1159627,1856533,2013,"02/04/2016 06:33:39 AM",41.76204,-87.69051,"(41.762038585, -87.690511697)"
"20243",1753836,1753836,10225225,"HY412338","2015-09-06 02:30:00","007XX W 116TH ST","0486","BATTERY","DOMESTIC BATTERY SIMPLE","STREET","false","false",524,5,34,53,"08B",1173403,1828206,2015,"09/17/2015 11:37:18 AM",41.68401,-87.64086,"(41.684011736, -87.640856125)"
"90571",650235,650235,8323149,"HT557555","2011-10-24 03:00:00","056XX W LAKE ST","0460","BATTERY","SIMPLE","SIDEWALK","false","false",1512,15,29,25,"08B",1138440,1902209,2011,"02/04/2016 06:33:39 AM",41.88779,-87.76706,"(41.887788986, -87.767062592)"
"8745",2206111,2206111,10985655,"JA311686","2017-06-17 10:54:00","037XX S PAULINA ST","2022","NARCOTICS","POSS: COCAINE","STREET","true","false",912,9,11,59,"18",1165635,1879766,2017,"06/24/2017 03:50:57 PM",41.82567,-87.66783,"(41.825667456, -87.667832372)"
"91637",774772,774772,8520569,"HV197542","2012-03-14 06:19:00","020XX W 68TH ST","0470","PUBLIC PEACE VIOLATION","RECKLESS CONDUCT","STREET","true","false",726,7,17,67,"24",1163999,1859558,2012,"02/04/2016 06:33:39 AM",41.77025,-87.6744,"(41.770248832, -87.674402773)"
"30012",284677,284677,7748218,"HS556453","2010-10-09 07:38:00","062XX S ARCHER AVE","502P","OTHER OFFENSE","FALSE/STOLEN/ALTERED TRP","STREET","true","false",811,8,23,56,"26",1136437,1867922,2010,"02/04/2016 06:33:39 AM",41.793736212,-87.775236546,"(41.793736212, -87.775236546)"
"43173",1487727,1487727,9682592,"HX333166","2014-07-06 04:10:00","078XX S CORNELL AVE","0460","BATTERY","SIMPLE","STREET","false","false",411,4,8,43,"08B",1188598,1853343,2014,"02/04/2016 06:33:39 AM",41.75264,-87.58443,"(41.752641782, -87.584432159)"
