"","region","total_population","percent_white","percent_black","percent_asian","percent_hispanic","per_capita_income","median_rent","median_age"
"2370",17119400700,1697,1,97,0,0,12946,414,40.1
"2371",17119400801,1870,94,1,1,2,30370,663,44.3
"2372",17119400802,6730,95,1,1,3,19482,484,33.9
"2373",17119400903,5172,74,10,1,13,19717,490,39.7
"2374",17119400904,3402,95,0,0,3,23543,674,40.5
"2375",17119400951,4792,95,1,2,2,28711,407,46.9
"2376",17119400952,3425,80,11,0,6,25046,573,35.6
"2377",17119401000,2539,96,0,0,3,20889,558,35.2
"2378",17119401100,6353,97,0,1,2,22600,557,40.2
"2379",17119401200,1894,97,0,2,1,24019,600,39.7
"2380",17119401300,5100,96,0,1,0,18369,427,42.3
"2381",17119401400,3114,87,5,0,5,20567,550,40.1
"2382",17119401500,2665,86,10,0,1,16192,495,32.7
"2383",17119401701,2852,84,12,0,1,13594,635,33.1
"2384",17119401721,5710,95,0,0,3,28780,584,36.9
"2385",17119401722,3121,95,1,0,0,29847,728,39.5
"2386",17119401800,6006,96,1,0,3,28299,568,43.8
"2387",17119401901,1644,97,0,1,2,28836,549,42.7
"2388",17119401903,4803,97,0,1,2,23806,625,37
"2389",17119401904,720,100,0,0,0,26968,NA,51.8
"2390",17119402000,4135,74,21,1,1,18802,361,40.9
"2391",17119402100,3375,43,51,0,2,16039,613,32.2
"2392",17119402200,3132,77,18,0,2,20842,526,31.5
"2393",17119402300,1899,79,12,3,6,27066,520,37.8
"2394",17119402400,1985,63,23,2,2,22587,469,37.1
"2395",17119402500,2351,43,48,2,3,20918,567,32.8
"2396",17119402600,2670,72,21,0,1,20367,553,32.3
"2397",17119402701,7361,87,10,0,1,27896,617,43.6
"2398",17119402721,7792,93,2,1,1,28734,609,40.8
"2399",17119402722,3062,95,1,0,2,36126,434,47.3
"2400",17119402801,3434,97,2,0,0,34798,680,50.8
"2401",17119402802,8069,96,1,1,0,31915,556,43.6
"2402",17119402803,3371,98,0,0,0,33227,504,41.5
"2403",17119402900,4108,86,10,1,1,36075,706,38.7
"2404",17119403001,5758,85,8,1,2,29805,728,30.9
"2405",17119403002,7311,85,6,2,5,34526,744,39.6
"2406",17119403101,5875,84,12,3,1,26410,858,21.5
"2407",17119403121,9316,84,10,3,2,33933,811,37
"2408",17119403122,5340,83,7,2,2,34838,720,32.1
"2409",17119403200,4399,91,3,0,4,20801,625,36.4
"2410",17119403300,3218,84,11,0,2,24696,520,33.9
"2411",17119403401,3871,80,13,1,3,28890,677,38.1
"2412",17119403402,6111,79,18,0,1,26611,666,34.2
"2413",17119403502,6049,85,8,0,7,32801,573,44.3
"2414",17119403531,7517,88,1,1,7,33159,576,38.4
"2415",17119403532,5489,82,11,1,5,26721,697,37.4
"2416",17119403533,9670,91,3,1,2,36756,629,42.4
"2417",17119403534,4139,91,4,1,3,34886,802,45.3
"2418",17119403601,3280,93,1,1,5,29612,625,35.6
"2419",17119403603,1811,95,0,0,0,32121,643,42.6
"2420",17119403604,6337,92,0,2,5,28182,577,38.6
"2421",17119403701,6374,97,0,0,2,35855,537,45.6
"2422",17119403702,6062,98,0,0,1,34364,558,42.4
"2423",17119403801,4888,96,2,0,0,33910,443,43.2
"2424",17119403802,4302,98,1,0,0,27555,453,43.3
"2425",17119404000,2475,72,10,0,16,12577,460,35.9
"2426",17119404100,2842,98,1,0,1,23813,568,42.1
"2427",17121951600,3532,96,0,1,1,18739,435,39.4
"2428",17121951700,2777,99,0,0,1,23751,358,43.7
"2429",17121951800,2256,97,0,1,1,19502,245,40
"2430",17121951900,3134,94,2,0,1,22219,379,42.2
"2431",17121952000,4346,97,0,0,1,24834,435,40.7
"2432",17121952100,3067,91,2,2,2,16647,389,37
"2433",17121952200,3928,97,0,0,2,24907,401,44.5
"2434",17121952300,3720,96,2,0,1,28411,480,46.3
"2435",17121952400,3695,90,6,1,1,27994,617,49.4
"2436",17121952500,2872,89,4,0,4,18821,432,35.8
"2437",17121952600,2047,83,6,0,4,16475,407,35.1
"2438",17121952700,3696,75,19,0,2,15047,376,37.4
"2439",17123961100,2510,95,0,0,3,23958,452,44.8
"2440",17123961200,2538,97,0,1,1,25098,389,46.7
"2441",17123961300,2409,97,1,0,2,26371,531,43.8
"2442",17123961400,2966,99,0,0,0,27815,422,45.5
"2443",17123961500,2031,87,2,0,10,26408,456,47
"2444",17125956300,3186,97,0,0,2,24145,439,40.3
"2445",17125956400,1867,98,0,0,1,26402,439,49.8
"2446",17125956500,3398,95,5,0,0,19228,336,44.2
"2447",17125956600,1854,100,0,0,0,24153,321,44.5
"2448",17125956700,1887,98,1,1,0,27316,416,47.9
"2449",17125956800,2316,96,0,1,0,21026,437,44.4
"2450",17127970100,4796,94,2,0,0,23461,605,41.8
"2451",17127970200,4095,92,6,0,0,21085,399,44.1
"2452",17127970300,3721,83,9,0,1,24897,372,45.3
"2453",17127970400,2670,87,8,2,1,17007,325,37
"2454",17129010100,6304,96,1,0,1,28994,452,39.7
"2455",17129010200,4052,96,1,1,1,29242,371,47.5
"2456",17129010300,2331,98,0,0,1,24947,390,43.5
"2457",17131040100,4529,96,0,0,2,28997,527,44.4
"2458",17131040200,3765,98,0,0,1,25405,390,43.7
"2459",17131040300,4018,95,1,1,3,22019,416,40.8
"2460",17131040400,4013,97,0,0,2,29686,350,45.9
"2461",17133600101,6958,96,0,1,3,29730,686,36.8
"2462",17133600102,5067,95,0,1,2,36528,773,41.9
"2463",17133600401,6677,99,0,0,1,33876,650,40.1
"2464",17133600402,4474,94,0,0,3,31806,825,41.1
"2465",17133600501,6502,100,0,0,0,30588,618,42.6
"2466",17133600502,3503,98,0,0,0,26959,530,40.9
"2467",17135957300,3365,98,0,0,1,22789,392,42.8
"2468",17135957400,2088,99,0,0,0,25086,296,36.1
"2469",17135957500,2534,97,0,1,2,24248,384,45.4
"2470",17135957600,3082,97,0,0,1,30188,463,50
"2471",17135957700,3086,97,1,0,1,21116,429,42.7
"2472",17135957800,3525,97,2,0,1,17109,453,41.3
"2473",17135957900,4389,92,1,1,4,23285,487,44.2
"2474",17135958000,7809,66,28,1,4,10738,403,38.6
"2475",17137951400,2631,99,0,0,0,25553,337,44.8
"2476",17137951500,3237,97,0,0,0,30825,406,46.7
"2477",17137951600,3304,79,15,0,1,14850,454,31.2
"2478",17137951700,2957,84,10,0,3,18117,452,40.3
"2479",17137951800,4654,82,10,1,4,19804,431,25.1
"2480",17137951900,5401,94,4,0,1,30421,553,47.8
"2481",17137952000,3149,77,13,1,9,17193,384,43.5
"2482",17137952100,3728,91,6,0,2,30058,359,46.2
"2483",17137952200,2942,98,0,0,0,28330,479,43.1
"2484",17137952300,3421,98,0,0,0,25267,418,40.8
"2485",17139976900,5125,97,0,0,2,21652,527,35.5
"2486",17139977000,2479,97,1,0,1,26465,424,44.7
"2487",17139977100,3018,99,0,0,1,25907,395,43.5
"2488",17139977200,4247,98,1,1,0,23289,430,42.9
"2489",17141960700,4638,95,1,2,0,32817,609,44.1
"2490",17141960800,3764,96,0,0,2,25033,506,42.2
"2491",17141960900,4882,93,0,0,6,25746,430,48.8
"2492",17141961000,6677,89,1,1,9,24774,623,37.7
"2493",17141961100,5448,73,2,2,21,21459,528,35.1
"2494",17141961200,5534,80,1,0,16,26082,560,39.4
"2495",17141961300,4781,98,0,0,2,38488,735,48.2
"2496",17141961400,4253,97,1,0,1,25555,473,45.7
"2497",17141961500,4310,94,0,0,5,27768,488,45.4
"2498",17141961600,3643,59,3,1,36,18214,592,31.2
"2499",17141961700,5162,96,0,0,2,26456,494,36.4
"2500",17143000100,1186,21,55,0,19,8290,240,24.2
"2501",17143000200,1457,42,53,0,5,14195,456,33.8
"2502",17143000300,2328,40,35,0,19,10521,515,26.1
"2503",17143000500,1582,22,60,0,15,12164,450,32.1
"2504",17143000600,2967,20,74,0,5,13951,483,29.8
"2505",17143000900,2399,22,73,0,3,14064,319,30.4
"2506",17143001200,1871,42,39,3,9,23520,419,32.7
"2507",17143001300,2288,25,37,3,28,9228,505,22.9
"2508",17143001500,1914,51,36,0,9,11915,513,28.7
"2509",17143001600,3745,38,45,2,10,15710,528,28.2
"2510",17143001800,2865,50,41,2,5,17960,549,23.9
"2511",17143001900,1864,81,8,3,4,21245,541,21.7
"2512",17143002000,3434,80,5,3,7,14545,943,20.5
"2513",17143002100,4538,39,54,1,3,14472,513,34.1
"2514",17143002200,4037,61,25,0,6,24828,562,32.6
"2515",17143002300,4881,81,10,4,4,30515,579,42.4
"2516",17143002400,4721,65,29,0,1,25741,634,33.5
"2517",17143002500,2737,47,46,1,1,17619,544,35.1
"2518",17143002600,1933,83,10,0,5,27073,522,36.7
"2519",17143002701,3931,46,39,3,9,20277,520,33
"2520",17143002702,4291,56,32,2,3,21819,575,40.8
"2521",17143002800,3611,66,23,4,2,27388,633,37.6
"2522",17143002900,4185,75,17,3,0,40964,552,43.9
"2523",17143003000,4457,81,8,3,6,31383,697,44
"2524",17143003101,5543,71,19,7,1,42486,734,34.5
"2525",17143003102,5924,68,10,16,3,41529,603,37.3
"2526",17143003200,4743,76,11,9,2,31960,636,33.8
"2527",17143003300,3271,95,1,2,1,65306,848,56
"2528",17143003401,11321,79,1,16,1,34947,922,33.6
"2529",17143003402,3752,95,0,3,1,50499,678,45.5
"2530",17143003601,2882,93,1,3,2,27914,532,41.8
"2531",17143003602,5621,95,0,0,5,24174,430,40.6
"2532",17143003700,3706,95,2,0,3,33943,440,45.1
"2533",17143003800,3619,96,2,0,2,28565,521,38.1
"2534",17143003900,6723,92,1,3,2,39839,538,38.5
"2535",17143004000,4371,96,1,0,2,31678,506,43.7
"2536",17143004101,6590,79,6,8,4,44316,625,39.6
"2537",17143004102,3023,64,24,3,7,25623,487,47.2
"2538",17143004200,3654,93,2,1,1,35736,565,39.8
"2539",17143004300,2366,83,9,0,5,23509,446,41.2
"2540",17143004400,5148,76,16,2,4,21959,653,35.8
"2541",17143004500,5382,76,16,2,2,22815,476,43.2
"2542",17143004600,5678,97,0,0,2,26490,515,38.7
"2543",17143004801,4628,96,1,1,1,29396,536,43.5
"2544",17143004802,4349,76,16,1,6,23894,560,44.2
"2545",17143004901,3929,98,0,0,0,30730,458,43.9
"2546",17143004902,4910,93,0,1,5,30608,541,40.8
"2547",17143005000,2762,6,80,0,6,9822,487,26.6
"2548",17145030100,3339,95,2,0,2,21575,407,41.5
"2549",17145030200,7740,78,15,1,5,16272,355,38.2
"2550",17145030300,2062,98,0,0,2,20825,366,42.8
"2551",17145030400,2873,76,16,0,4,18148,392,39.4
"2552",17145030500,2433,94,4,2,0,28258,415,45
"2553",17145030600,3735,93,3,0,0,20221,368,41.2
"2554",17147954500,4555,98,0,0,1,30433,513,45.7
"2555",17147954600,5884,98,0,0,1,36712,608,43.2
"2556",17147954700,3395,95,0,0,2,26336,435,42.1
"2557",17147954800,2786,96,1,0,0,26679,507,38.5
"2558",17149952400,2859,94,3,0,2,20742,279,44.9
"2559",17149952500,2417,97,0,0,2,21542,378,43.8
"2560",17149952600,3529,97,0,0,0,19267,309,41.1
"2561",17149952700,4833,94,3,1,1,22218,374,41.5
"2562",17149952800,2699,99,0,0,0,22954,340,41.4
"2563",17151971200,2351,90,5,0,4,20324,407,49.8
"2564",17151971300,2032,94,3,1,1,20591,311,44.8
"2565",17153971000,3021,78,18,0,3,19149,263,41.2
"2566",17153971100,3014,49,48,0,1,20587,335,44.6
"2567",17155954500,2901,91,0,0,6,24321,430,41.4
"2568",17155954600,3026,96,0,0,3,29714,519,49.6
"2569",17157950500,2314,93,3,1,1,25060,397,45.8
"2570",17157950600,4372,73,26,0,0,23437,437,40.7
"2571",17157950700,2282,91,1,0,8,23970,534,46.9
"2572",17157950800,4970,98,1,0,1,29229,467,44.9
"2573",17157950900,3475,97,0,1,1,23407,426,42.1
"2574",17157951000,3056,99,0,1,1,23881,512,40.3
"2575",17157951100,3369,95,0,0,4,21152,426,42.9
"2576",17157951200,5584,57,36,0,5,10986,479,38.3
"2577",17157951300,3796,94,1,1,4,21774,426,37.3
"2578",17159977900,3567,97,0,0,2,29607,422,45.2
"2579",17159978000,2306,97,2,0,1,16106,342,38
"2580",17159978100,4177,94,0,2,1,23431,453,42.9
"2581",17159978200,2606,97,1,0,0,20431,367,40.5
"2582",17159978300,3557,98,0,1,0,25053,366,44
"2583",17161020100,6896,93,0,1,4,34414,607,43.8
"2584",17161020200,3714,76,9,2,8,25205,522,41.1
"2585",17161020300,6342,74,7,1,15,22956,509,39.9
"2586",17161020400,5961,69,15,0,14,22477,175,40.5
"2587",17161020600,2812,45,11,2,42,14697,479,30
"2588",17161020700,1870,54,9,3,32,13931,458,31.7
"2589",17161020800,5156,71,7,3,15,27698,1169,43.6
"2590",17161020900,5460,76,9,3,10,27797,507,42.3
"2591",17161021000,3802,58,15,12,12,26960,497,33
"2592",17161021100,3781,80,12,2,5,31784,626,38.8
"2593",17161021200,4260,77,4,6,12,35323,638,41.8
"2594",17161021300,4482,76,15,0,7,34289,412,42.7
"2595",17161021400,1307,66,18,0,15,18713,644,33.8
"2596",17161021500,4259,82,4,1,11,29146,583,43.9
"2597",17161021600,2941,69,1,4,25,24208,569,32.8
"2598",17161021700,4406,71,2,0,26,18057,513,30.6
"2599",17161021800,4616,85,5,2,7,33058,570,45.5
"2600",17161021900,1931,87,3,0,10,21941,600,45.4
"2601",17161022000,4054,84,1,4,9,29919,613,41.1
"2602",17161022100,2704,73,2,5,16,29084,527,43.6
"2603",17161022200,3967,63,0,0,34,21083,525,33.9
"2604",17161022300,1975,33,2,0,62,16028,569,35.3
"2605",17161022600,2520,30,46,2,15,11166,509,27.7
"2606",17161022800,5990,79,6,1,11,18008,697,22
"2607",17161022900,2726,83,7,0,7,27593,629,41.4
"2608",17161023000,3731,88,3,2,3,41332,775,50.2
"2609",17161023100,2690,86,8,2,3,37587,659,48.1
"2610",17161023200,4840,78,12,0,9,31133,580,47.5
"2611",17161023300,3334,81,10,1,5,21984,519,33.2
"2612",17161023500,2023,40,43,0,10,15485,488,33.7
"2613",17161023600,2063,10,59,6,17,9939,430,25.8
"2614",17161023700,2517,44,32,3,13,17353,523,35.1
"2615",17161024000,4142,95,2,0,2,35262,902,42.9
"2616",17161024101,3769,92,4,0,2,33578,669,51.3
"2617",17161024102,5138,92,4,1,3,31310,502,43
"2618",17161024103,4170,98,0,0,1,34619,432,46.2
"2619",17161024200,4111,84,7,1,5,25520,525,41.9
"2620",17161024300,3099,95,4,0,0,20320,529,43.2
"2621",17161024400,2085,62,25,1,8,15700,367,41.3
"2622",17161024500,1833,56,12,2,24,15374,444,34
"2623",17163500400,1857,0,99,0,0,11825,187,43.6
"2624",17163500500,3150,0,99,0,1,9661,219,28
"2625",17163500900,3759,3,91,0,0,9579,277,25.8
"2626",17163501100,1410,0,95,0,4,12915,341,35.6
"2627",17163501200,3801,0,99,0,0,12795,406,38.4
"2628",17163501300,3684,1,97,0,2,13367,460,43.3
"2629",17163501400,2844,2,95,0,2,12569,498,35.9
"2630",17163501501,1657,47,51,0,1,22718,543,35.7
"2631",17163501502,2875,61,34,1,2,24434,602,36.8
"2632",17163501602,5771,64,30,1,3,19624,516,42.8
"2633",17163501603,5531,63,31,1,2,22430,575,37.6
"2634",17163501604,4510,52,37,3,4,24347,501,34
"2635",17163501605,2474,82,14,1,1,35670,560,40.4
"2636",17163501700,3484,62,35,0,2,16004,535,35
"2637",17163501800,6404,75,15,1,1,20565,434,32.6
"2638",17163501900,3602,84,8,0,0,26555,526,34.4
"2639",17163502100,2514,25,0,0,75,12532,493,28.9
"2640",17163502200,2177,6,92,0,1,11482,470,37.5
"2641",17163502300,6430,42,51,0,5,16033,537,33.9
"2642",17163502401,1622,0,100,0,0,11385,459,28
"2643",17163502404,3887,48,26,0,24,14207,550,32.3
"2644",17163502500,1290,0,100,0,0,11228,424,35.8
"2645",17163502602,6089,37,55,0,4,15018,572,30.6
"2646",17163502603,4037,24,72,0,3,13310,671,28.5
"2647",17163502700,1354,1,99,0,0,11392,253,24.6
"2648",17163502800,2424,0,98,0,1,12421,334,26.8
"2649",17163502900,1924,1,99,0,0,19585,594,47.2
"2650",17163503100,7567,94,1,1,2,23555,550,40
"2651",17163503202,6113,85,15,0,0,24801,627,42.5
"2652",17163503203,6645,98,0,0,0,33065,569,40.3
"2653",17163503211,4509,78,17,2,1,42585,617,41.7
"2654",17163503301,3948,76,18,1,1,20592,577,37.8
"2655",17163503304,6920,74,18,1,3,27969,669,38.3
"2656",17163503322,7200,74,14,2,2,33271,959,41.8
"2657",17163503323,6418,78,15,1,4,47358,1320,44.6
"2658",17163503324,5695,50,41,1,3,32520,634,35.4
"2659",17163503332,5210,64,25,2,5,23193,608,37.7
"2660",17163503334,5938,64,27,0,3,28096,719,40.5
"2661",17163503402,6953,63,26,2,5,29972,826,40.6
"2662",17163503404,4879,80,10,4,3,45465,1857,35
"2663",17163503411,3348,82,14,0,0,21925,645,41.2
"2664",17163503412,6060,88,6,2,2,31048,601,42.9
"2665",17163503413,5765,67,27,2,2,29501,840,39.4
"2666",17163503414,4925,67,23,0,7,27519,857,32.8
"2667",17163503800,1145,84,6,0,4,31536,1600,25.3
"2668",17163503903,3325,90,1,2,5,40100,1319,43
"2669",17163503904,10651,73,16,2,6,29542,1090,29
"2670",17163503905,2895,100,0,0,0,34281,635,42.3
"2671",17163503906,5563,93,1,1,3,29643,588,43.5
"2672",17163504001,4674,97,1,0,2,32732,487,41.7
"2673",17163504002,5988,97,0,0,1,25812,441,42.8
"2674",17163504302,7459,81,13,3,1,31406,596,41.8
"2675",17163504303,7845,91,5,1,1,28660,622,36.9
"2676",17163504351,3375,76,13,5,2,33650,1434,41
"2677",17163504352,4306,82,11,4,2,31838,610,41.8
"2678",17163504353,4235,82,6,2,4,47530,1656,34.7
"2679",17163504354,6599,70,24,3,1,36860,825,32.6
"2680",17163504355,5358,76,13,3,5,36416,722,32.9
"2681",17163504500,4911,2,94,0,0,10458,255,26.8
"2682",17163504600,1956,1,99,0,0,13253,479,40.9
"2683",17165955100,2264,95,2,0,2,20615,394,44.2
"2684",17165955500,2403,96,0,0,0,14937,271,41.1
"2685",17165955600,2524,99,0,0,1,23961,483,40.8
"2686",17165955700,2653,99,0,0,0,19130,418,41.8
"2687",17165955800,3110,87,9,0,2,19767,411,41.1
"2688",17165955900,2732,85,8,3,2,17954,418,35.9
"2689",17165956000,3084,90,4,1,2,23065,402,37.1
"2690",17165956100,2748,84,10,0,0,18459,268,46.5
"2691",17165956200,3432,95,2,0,3,32818,331,44.7
"2692",17167000100,3757,85,9,0,1,26855,544,43.6
"2693",17167000201,2307,79,14,2,5,34227,617,45.7
"2694",17167000202,3526,77,19,0,2,22904,530,36.9
"2695",17167000300,2914,80,11,1,3,18486,506,42.5
"2696",17167000400,3219,71,24,0,1,20717,590,34.3
"2697",17167000501,2399,87,11,1,1,29205,534,45.2
"2698",17167000503,3429,92,6,0,2,24082,485,38.7
"2699",17167000504,3101,87,5,2,1,27218,739,36.1
"2700",17167000600,5441,84,7,0,3,17010,525,37.5
"2701",17167000700,2175,81,17,1,0,18380,623,33.5
"2702",17167000800,2306,31,64,0,1,13133,591,27.5
"2703",17167000900,1928,51,45,0,1,14749,385,35.4
"2704",17167001001,2201,74,21,1,2,38257,672,52.8
"2705",17167001003,1403,99,0,0,0,38779,604,49.5
"2706",17167001004,5034,72,12,5,5,31186,586,40.6
"2707",17167001100,2303,94,2,0,3,31524,873,46.8
"2708",17167001200,3854,78,13,2,3,27450,550,33.2
"2709",17167001300,2056,66,20,9,1,23210,506,31.1
"2710",17167001400,1009,74,23,0,1,28340,444,46.5
"2711",17167001500,954,25,73,0,1,11598,300,47.9
"2712",17167001600,3687,24,75,0,0,12531,472,29.6
"2713",17167001700,1333,25,63,0,2,8925,445,23.3
"2714",17167001800,2196,74,20,0,5,18482,474,30.3
"2715",17167001900,2889,78,14,0,5,21215,423,39.5
"2716",17167002000,5952,90,4,2,2,46732,765,52
"2717",17167002100,3487,84,12,1,2,44769,570,44.3
"2718",17167002200,3305,89,3,2,4,29807,592,37.7
"2719",17167002300,2212,37,45,0,4,14548,492,29
"2720",17167002400,3557,30,65,0,1,14365,523,36.2
"2721",17167002500,4919,61,35,0,1,24812,470,35.8
"2722",17167002600,2659,78,12,4,0,19422,567,32.8
"2723",17167002700,3839,90,4,3,1,19984,597,34.6
"2724",17167002801,2890,82,11,1,1,23727,602,37.3
"2725",17167002802,3489,61,25,4,9,16527,626,26.9
"2726",17167002900,4830,83,11,5,1,35924,708,45.3
"2727",17167003000,6078,75,19,2,2,26152,656,29.9
"2728",17167003100,6794,93,2,2,2,49086,644,45.6
"2729",17167003201,4806,86,3,2,3,31937,869,35.6
"2730",17167003202,4138,95,1,0,4,33645,928,39.2
"2731",17167003203,5387,96,0,0,3,36840,809,40.4
"2732",17167003300,5165,97,0,1,1,29398,575,38.9
"2733",17167003400,6149,99,0,0,0,27300,510,38.4
"2734",17167003500,5172,97,0,0,1,27576,513,39.4
"2735",17167003601,2889,97,0,1,0,42590,444,46.4
"2736",17167003602,4717,92,2,4,1,43446,739,46.1
"2737",17167003603,5225,89,2,8,1,52365,800,40.4
"2738",17167003604,5001,80,11,6,3,43664,798,41
"2739",17167003700,8513,96,0,2,1,38299,679,43.6
"2740",17167003801,2775,94,1,3,1,21441,447,39.5
"2741",17167003802,5884,96,0,1,2,24282,579,40.5
"2742",17167003901,4999,98,0,2,0,41321,853,42.9
"2743",17167003902,3877,93,1,1,3,34346,478,43.5
"2744",17167004000,4140,97,1,0,0,27004,457,42.3
"2745",17169970100,2071,95,4,0,1,20468,368,47.2
"2746",17169970200,3292,96,1,0,1,22403,423,41.6
"2747",17169970300,2127,96,0,0,3,28702,409,43
"2748",17171970600,1861,100,0,0,0,25681,256,40.3
"2749",17171970700,3427,99,0,0,0,23814,333,45.9
"2750",17173959100,3700,98,1,0,0,25839,419,43
"2751",17173959200,2798,100,0,0,0,21437,390,44.5
"2752",17173959300,5580,97,0,0,2,23174,422,45.4
"2753",17173959400,3437,97,1,0,1,24135,405,39.6
"2754",17173959500,3447,98,0,1,0,21836,564,46.5
"2755",17173959600,3304,98,0,0,1,21351,338,40.8
"2756",17175951400,3266,97,1,0,1,25579,358,45.4
"2757",17175951500,2676,97,0,1,1,28386,402,44.2
"2758",17177000100,4552,95,1,0,4,25121,445,44.6
"2759",17177000200,3367,97,0,1,1,24427,422,40.7
"2760",17177000300,3787,98,0,0,0,25410,423,44.2
"2761",17177000400,3118,96,0,0,2,23516,410,40.1
"2762",17177000500,3072,94,2,2,1,34661,563,51.2
"2763",17177000600,3398,96,1,1,1,27140,514,47.4
"2764",17177000700,1943,48,42,1,1,13210,404,40.7
"2765",17177000800,3311,66,27,0,1,14480,372,33.3
"2766",17177000900,5111,81,10,0,5,22759,294,44.1
"2767",17177001000,4729,90,4,1,2,27846,644,50.8
"2768",17177001100,3114,88,7,0,3,24965,475,44.3
"2769",17177001200,3531,74,15,3,5,20961,420,41.3
"2770",17177001300,4282,65,19,1,11,15555,439,38.8
"2771",17179020100,2784,89,2,4,5,25651,414,35.6
"2772",17179020301,4637,96,0,1,0,22919,575,37.7
"2773",17179020302,5395,91,2,2,4,22533,534,40.9
"2774",17179020400,5442,98,1,0,0,21897,508,39.8
"2775",17179020500,4866,97,0,1,1,21618,722,36.3
"2776",17179020600,1707,98,0,0,0,23899,663,40.9
"2777",17179020700,4512,98,0,0,1,30331,586,41.4
"2778",17179020800,3374,95,1,0,3,20153,383,33
"2779",17179020900,2203,91,1,0,5,19712,443,35.7
"2780",17179021000,5726,98,1,0,1,21426,478,38.9
"2781",17179021101,6785,96,0,0,2,23269,483,38.2
"2782",17179021102,6280,98,0,1,2,29826,571,44
"2783",17179021201,4383,95,0,1,2,34973,433,36.5
"2784",17179021202,3427,95,1,1,2,33208,1370,47.4
"2785",17179021203,4723,92,0,1,3,27472,476,36.4
"2786",17179021500,6855,94,0,1,4,33046,512,48.4
"2787",17179021603,5122,96,1,1,0,36397,710,39.9
"2788",17179021604,1957,93,0,4,1,33001,874,36.6
"2789",17179021605,2773,95,2,0,3,29475,662,33.9
"2790",17179021606,5713,95,2,1,2,37603,539,42
"2791",17179021701,6035,93,0,0,4,35214,530,40.7
"2792",17179021702,5739,96,0,0,1,29530,555,41.5
"2793",17179021801,5455,82,10,0,5,19567,559,37.5
"2794",17179021802,2254,99,0,0,0,29075,496,45.9
"2795",17179021900,4591,97,1,0,1,28193,501,41.5
"2796",17179022000,4310,98,1,0,1,26326,519,40.9
"2797",17179022100,3521,97,0,0,2,28065,551,36.6
"2798",17179022200,4885,97,0,2,0,35688,662,44
"2799",17179022300,5254,91,0,2,5,31307,566,36.9
"2800",17179022400,5039,94,0,0,1,23740,447,42.4
"2801",17181950100,4403,82,4,0,12,24399,501,43.8
"2802",17181950200,2574,92,1,0,5,18099,434,43.4
"2803",17181950300,2177,96,1,0,2,17914,339,36.7
"2804",17181950400,4908,97,2,0,1,24054,344,45.8
"2805",17181950500,3660,96,0,0,4,20173,318,42.1
"2806",17183000100,1868,64,25,0,4,12600,313,40.2
"2807",17183000200,1886,37,53,1,8,15991,416,35.8
"2808",17183000300,2637,49,33,1,15,16442,528,33.2
"2809",17183000400,3427,28,65,0,5,9535,380,24.5
"2810",17183000500,3725,58,27,0,10,21410,442,36.2
"2811",17183000600,2657,36,59,0,3,13731,396,37.7
"2812",17183000700,3532,82,11,5,0,30797,552,43.7
"2813",17183000800,2322,84,8,0,4,20417,418,42.2
"2814",17183000900,2629,84,11,0,5,19710,423,44
"2815",17183001200,3011,85,9,4,0,25857,546,44.9
"2816",17183001300,3457,83,4,7,5,32175,532,50.8
"2817",17183010100,3216,99,0,0,0,23912,405,39.5
"2818",17183010200,5583,86,0,0,14,20624,435,42.2
"2819",17183010300,5117,97,0,1,1,23198,439,39.4
"2820",17183010400,2367,91,0,1,6,29573,566,39.9
"2821",17183010500,3871,98,0,0,1,21791,459,40.2
"2822",17183010600,4118,98,0,0,1,22638,446,43.5
"2823",17183010701,3129,88,0,0,8,19238,413,46.3
"2824",17183010702,3118,96,3,0,1,25570,503,36.2
"2825",17183010800,3488,94,0,0,4,23700,443,40.3
"2826",17183010900,3017,100,0,0,0,25549,413,43.4
"2827",17183011000,4235,97,1,0,1,18617,429,41.8
"2828",17183011100,2749,99,0,0,0,24649,211,43.9
"2829",17183011200,5988,56,33,0,8,12472,443,34.6
"2830",17185957200,3754,96,0,0,2,23834,298,43.4
"2831",17185957300,3292,99,0,0,0,28129,377,47.2
"2832",17185957400,2027,93,0,6,1,22454,480,37.7
"2833",17185957500,2775,95,0,1,1,20866,411,40.8
"2834",17187870100,2026,97,0,0,2,24722,423,41.5
"2835",17187870200,2596,97,0,2,1,28581,376,51.1
"2836",17187870300,2898,99,0,0,1,23351,414,47.2
"2837",17187870400,5005,86,2,1,10,19449,343,34
"2838",17187870500,5237,73,6,2,19,18808,445,33.6
"2839",17189950100,3506,95,1,0,2,25145,343,41.5
"2840",17189950200,3609,97,1,0,2,28007,459,43.4
"2841",17189950300,3334,97,1,2,1,23703,430,39.9
"2842",17189950400,4177,97,0,0,1,27956,300,44.9
"2843",17191954900,3061,97,0,1,2,23614,283,48.7
"2844",17191955000,4240,99,0,1,1,22952,326,41.6
"2845",17191955100,2836,98,1,0,1,22349,290,42.8
"2846",17191955200,3382,94,2,1,1,21930,373,45.3
"2847",17191955300,3155,97,0,0,2,21699,342,36.2
"2848",17193958000,2385,96,2,1,0,16760,360,37.4
"2849",17193958100,3353,99,0,0,1,25651,393,48.2
"2850",17193958200,2974,97,0,0,1,25924,309,45
"2851",17193958300,2650,96,1,0,2,28778,259,46.3
"2852",17193958400,3268,98,0,0,2,28118,288,42.2
