"","region","total_population","percent_white","percent_black","percent_asian","percent_hispanic","per_capita_income","median_rent","median_age"
"1891",17089851907,7306,61,7,7,23,29575,1412,33.2
"1892",17089851908,4799,43,15,3,31,21962,1168,33
"1893",17089851909,4281,63,1,8,27,31836,995,42.1
"1894",17089851910,4491,56,5,2,36,26274,828,36
"1895",17089852001,3805,86,2,0,11,49346,1002,41.4
"1896",17089852002,7136,86,1,5,8,34349,1264,40.3
"1897",17089852003,7926,94,0,3,3,61195,1042,47.1
"1898",17089852101,7228,92,1,6,1,47374,NA,41.3
"1899",17089852102,8872,88,0,6,5,48508,1089,40
"1900",17089852201,5085,90,1,0,8,39128,1054,42.7
"1901",17089852202,9034,65,8,3,22,29426,872,32.5
"1902",17089852300,2002,90,0,0,9,45194,1022,47.1
"1903",17089852401,8616,90,0,2,7,48161,873,43.3
"1904",17089852402,8420,96,0,0,1,42167,1163,38.5
"1905",17089852403,5252,93,1,1,3,32557,746,42.9
"1906",17089852500,6757,88,3,1,8,34996,962,40.3
"1907",17089852601,7177,94,0,1,5,43522,1025,45.1
"1908",17089852606,4557,95,2,0,2,49645,1786,46.2
"1909",17089852700,7402,85,2,2,11,36105,879,40
"1910",17089852803,4921,84,6,1,8,32758,905,36.4
"1911",17089852805,5315,71,11,5,9,38339,1017,39.9
"1912",17089852806,7225,86,4,2,5,42410,1278,37.7
"1913",17089852807,3151,77,0,15,2,49561,606,39
"1914",17089852808,7405,87,2,2,7,35402,872,42.1
"1915",17089852903,6462,46,9,6,37,31546,780,35.4
"1916",17089852904,2612,6,14,0,79,12171,913,25.6
"1917",17089852905,5239,29,27,0,42,17019,559,31.5
"1918",17089852906,4907,56,8,3,27,27310,736,35.6
"1919",17089852907,5741,25,7,3,65,16086,763,33.5
"1920",17089853001,2831,59,6,5,27,27050,1104,32.3
"1921",17089853004,2934,74,6,1,15,28694,913,40.8
"1922",17089853005,6308,47,12,2,37,22115,755,35.3
"1923",17089853006,3513,45,11,6,35,26313,757,34.1
"1924",17089853007,6009,24,15,4,57,21657,845,31.1
"1925",17089853008,4740,32,11,0,56,18098,855,29.3
"1926",17089853100,3047,30,11,0,59,15964,890,36.7
"1927",17089853200,6684,25,13,3,55,16279,805,30.8
"1928",17089853300,5151,13,1,2,84,15294,752,25
"1929",17089853400,9002,5,6,0,89,14323,733,27.5
"1930",17089853500,6308,9,5,2,84,12208,724,25.1
"1931",17089853600,8215,6,7,1,85,13296,748,30.7
"1932",17089853900,6595,69,6,1,15,28172,803,30.2
"1933",17089854001,4769,78,5,0,16,32004,721,45.5
"1934",17089854002,5034,55,10,0,34,26947,856,41.6
"1935",17089854100,5156,14,3,4,78,14388,825,30.2
"1936",17089854200,5556,20,8,0,72,15694,779,26.8
"1937",17089854301,6722,12,5,1,79,15033,845,27.4
"1938",17089854302,5279,21,7,0,71,13241,769,25.9
"1939",17089854400,15336,32,14,2,48,20030,908,31.2
"1940",17089854501,15251,88,1,4,6,43032,1163,37.9
"1941",17089854503,11944,68,4,4,20,33868,867,35.6
"1942",17089854504,7553,87,1,5,6,48572,1352,41.6
"1943",17089854600,3829,17,18,3,57,15334,647,25.2
"1944",17089854700,2450,33,16,2,47,19298,725,37.3
"1945",17089854800,8200,88,1,8,3,48269,1811,39.8
"1946",17089854900,5712,51,17,4,26,21251,628,33.7
"1947",17091010100,2519,97,0,0,2,26604,627,42.2
"1948",17091010201,1820,99,0,0,0,26835,382,33.3
"1949",17091010202,9972,90,3,0,6,27676,721,40.9
"1950",17091010300,3982,97,0,0,2,26693,602,43.9
"1951",17091010400,5024,96,2,1,1,31550,795,42.3
"1952",17091010500,6627,87,4,2,5,30525,786,38.1
"1953",17091010601,5361,72,17,5,3,30463,1218,35.7
"1954",17091010602,5956,78,8,1,8,23341,643,32.7
"1955",17091010701,4668,69,15,4,13,27704,876,34.8
"1956",17091010702,7431,88,4,2,6,25833,678,34.5
"1957",17091010800,3860,66,13,0,20,27737,671,43.7
"1958",17091010900,4622,88,3,1,6,24353,606,41.9
"1959",17091011000,2110,12,77,1,3,12859,443,45.4
"1960",17091011100,2181,83,0,0,14,20755,507,37.9
"1961",17091011200,2130,90,3,1,3,30707,608,47.5
"1962",17091011300,2152,91,6,0,3,32097,786,47.4
"1963",17091011400,1789,32,46,0,16,14225,501,30.8
"1964",17091011500,2072,8,77,0,14,11874,639,29.3
"1965",17091011600,1612,8,88,0,4,8414,600,29.8
"1966",17091011700,3321,56,27,0,14,18683,514,36.6
"1967",17091011800,2758,91,0,2,6,23833,639,37.5
"1968",17091011900,1457,93,0,0,5,32411,579,35.4
"1969",17091012000,5202,75,12,1,7,15428,695,22.3
"1970",17091012100,3328,74,6,0,18,22491,577,41.7
"1971",17091012200,3549,64,23,0,13,20068,644,36.7
"1972",17091012300,5573,24,48,0,27,10286,540,25.3
"1973",17091012400,5000,36,33,0,26,16482,547,33
"1974",17091012500,2268,70,12,2,15,18960,691,41.2
"1975",17091012600,4647,93,4,0,2,28000,589,43
"1976",17093890101,18727,64,11,6,16,34993,1459,32.9
"1977",17093890102,12887,83,3,3,9,34163,1365,36.8
"1978",17093890201,4429,70,4,3,22,27684,1164,33.5
"1979",17093890202,2949,70,3,1,25,22704,1093,33.3
"1980",17093890301,6448,70,7,3,17,29129,931,35.6
"1981",17093890302,6168,85,1,2,9,29931,739,38.6
"1982",17093890400,26604,74,4,4,18,30716,1000,32.4
"1983",17093890500,13178,66,5,0,27,29984,804,31.8
"1984",17093890600,9490,88,4,2,6,33503,976,38.3
"1985",17093890700,15486,75,7,4,14,29161,1125,30.7
"1986",17095000100,3117,99,0,0,1,24267,366,44.7
"1987",17095000200,2929,96,0,1,1,32068,425,50
"1988",17095000300,4358,92,3,1,4,22876,545,50.1
"1989",17095000400,4612,87,6,2,3,34479,416,51.9
"1990",17095000500,5383,59,27,0,13,17391,459,38.3
"1991",17095000600,3844,96,1,1,2,19872,449,43.5
"1992",17095000700,2074,72,11,1,10,19321,435,35.5
"1993",17095000800,2914,79,10,5,5,10719,300,24.4
"1994",17095000900,2338,61,25,0,14,11611,347,29.5
"1995",17095001000,4173,77,7,0,15,15760,431,39.2
"1996",17095001100,2477,64,32,0,3,14254,477,30.7
"1997",17095001200,1648,93,1,4,1,33120,539,45.3
"1998",17095001300,3668,99,0,0,1,23429,467,45.2
"1999",17095001400,1736,96,1,1,1,31010,416,45.3
"2000",17095001500,3658,92,2,0,2,23107,420,44.1
"2001",17095001600,3616,99,0,0,0,23282,387,41.7
"2002",17097860101,9132,41,31,3,20,26340,730,34.5
"2003",17097860103,3434,89,1,1,5,34728,690,46.1
"2004",17097860104,3466,86,3,2,7,27272,838,36.7
"2005",17097860200,3439,71,16,2,10,23509,901,37.2
"2006",17097860301,3565,21,30,2,40,18887,991,27.5
"2007",17097860302,3111,27,39,0,26,18405,760,25.8
"2008",17097860400,5431,43,25,4,25,25781,829,31
"2009",17097860500,4976,31,35,2,26,15394,757,30.4
"2010",17097860600,6783,62,11,2,22,24130,626,40.7
"2011",17097860805,1639,91,0,0,1,32146,632,45.3
"2012",17097860806,5118,88,0,0,10,30602,798,37.8
"2013",17097860807,3358,94,0,0,6,33100,838,49.2
"2014",17097860808,2618,90,0,1,7,39964,676,50.9
"2015",17097860809,3241,93,1,3,2,41555,760,46.2
"2016",17097860810,7366,85,4,4,4,29236,739,35.9
"2017",17097860811,4235,80,8,5,5,35481,840,38.8
"2018",17097860903,6058,86,0,5,8,22751,791,40.1
"2019",17097860904,5631,90,0,0,9,33380,890,39.4
"2020",17097860905,5785,79,0,1,17,27366,961,40.4
"2021",17097860906,9058,74,2,5,15,35455,1240,33.7
"2022",17097861007,4282,77,4,7,5,37398,NA,38.2
"2023",17097861008,5177,81,2,3,11,34491,1063,38.7
"2024",17097861009,5063,82,2,8,7,33801,1197,33.7
"2025",17097861010,5826,74,2,4,17,28474,1338,35.7
"2026",17097861011,7542,68,5,5,18,32193,NA,35.5
"2027",17097861012,5470,90,2,1,7,32164,828,39.7
"2028",17097861013,3030,83,2,5,6,31188,1280,43.3
"2029",17097861014,3876,74,4,8,14,30101,1398,36
"2030",17097861105,4288,79,4,4,10,33325,861,35
"2031",17097861106,8023,71,3,14,10,41336,1054,36.3
"2032",17097861107,3923,85,2,8,5,40135,978,38.2
"2033",17097861108,6377,85,1,5,7,36027,734,38.2
"2034",17097861201,7291,33,2,4,61,18287,803,29.7
"2035",17097861202,4237,56,1,0,42,23412,1019,33.4
"2036",17097861301,4723,54,5,3,35,22392,791,33.4
"2037",17097861303,5032,31,2,0,66,15556,998,29.5
"2038",17097861304,3542,25,0,1,74,13404,845,28.8
"2039",17097861402,8692,54,5,8,31,27935,915,32
"2040",17097861403,2750,33,4,3,57,15048,811,30
"2041",17097861404,5995,36,5,4,51,18299,914,30.6
"2042",17097861504,7687,21,5,20,46,24340,905,29
"2043",17097861505,3739,73,7,12,6,40470,1231,41.2
"2044",17097861506,5327,57,14,6,22,32059,1061,33.5
"2045",17097861507,3132,61,11,3,20,30817,1258,39.6
"2046",17097861508,3958,55,15,10,15,28694,964,34.8
"2047",17097861509,3832,65,12,3,18,30791,782,32.6
"2048",17097861510,5158,56,7,7,28,29063,735,35.1
"2049",17097861603,5940,83,4,10,3,45669,1157,42.2
"2050",17097861604,5739,66,5,9,17,41570,1159,35.5
"2051",17097861607,4479,75,5,4,15,29427,975,35.2
"2052",17097861608,3202,81,3,1,12,34679,1086,40.1
"2053",17097861609,4562,57,4,24,14,34643,949,37.8
"2054",17097861610,3727,77,8,5,6,39942,1139,39.4
"2055",17097861611,4326,69,8,13,6,50604,1689,40.4
"2056",17097861701,2186,63,9,2,24,28196,873,42.6
"2057",17097861702,4264,40,12,1,37,26659,800,35.7
"2058",17097861803,6762,33,12,0,54,19777,861,28.9
"2059",17097861804,3309,23,12,2,60,19918,640,30.1
"2060",17097861901,4232,42,7,4,45,25854,969,38.5
"2061",17097861902,6080,26,19,5,49,21761,738,35
"2062",17097862000,5762,13,19,2,65,15847,809,30.7
"2063",17097862100,5082,18,27,2,51,15160,796,28.9
"2064",17097862200,3992,31,27,1,37,18467,615,29.7
"2065",17097862300,2957,8,39,0,53,10244,614,26.9
"2066",17097862401,3534,16,5,0,76,13644,629,31.2
"2067",17097862402,3477,8,11,0,81,11670,588,29
"2068",17097862501,3517,7,9,0,82,16918,773,30.8
"2069",17097862502,2609,17,14,0,68,11987,745,35.9
"2070",17097862603,7856,20,17,6,54,19696,797,30.1
"2071",17097862604,4751,15,9,2,71,16425,775,33.3
"2072",17097862605,4616,25,54,5,15,13953,544,25.7
"2073",17097862700,3639,2,15,1,79,11758,671,29.8
"2074",17097862800,2279,4,55,1,33,14428,588,23.4
"2075",17097862901,3566,6,22,0,72,13052,687,27.1
"2076",17097862902,2560,4,45,5,45,13635,625,31.9
"2077",17097863003,9309,59,14,4,15,18729,NA,20.9
"2078",17097863004,4136,50,15,6,18,19359,1325,25.4
"2079",17097863005,643,68,21,0,9,18576,NA,20.6
"2080",17097863006,0,NA,NA,NA,NA,NA,NA,NA
"2081",17097863100,3239,11,50,0,39,13328,663,29.9
"2082",17097863201,3693,5,45,2,45,15970,924,31.4
"2083",17097863202,5310,79,3,8,8,45801,947,42.8
"2084",17097863300,2712,95,0,2,0,81350,1193,46.2
"2085",17097863400,4259,91,2,4,3,71716,1578,31.9
"2086",17097863500,4247,94,0,4,2,98508,970,53.4
"2087",17097863601,3624,88,2,7,2,65913,1181,43.8
"2088",17097863603,3640,80,0,14,6,57662,1108,45.2
"2089",17097863604,2819,89,4,0,6,56527,1148,44.9
"2090",17097863701,4464,89,1,5,4,57046,840,44.1
"2091",17097863702,3585,77,2,15,4,57845,1182,40.6
"2092",17097863801,4631,88,1,4,6,57642,1404,46.9
"2093",17097863902,5498,67,2,21,6,37919,1431,40.4
"2094",17097863903,4528,93,0,5,1,45207,979,39.8
"2095",17097863904,6130,75,0,20,2,56366,2001,39.6
"2096",17097864001,6819,58,0,7,35,29664,907,34
"2097",17097864002,6138,31,1,4,65,20342,869,31.9
"2098",17097864101,11669,78,2,11,8,46279,1471,39
"2099",17097864105,5848,70,6,10,11,47197,1179,42.5
"2100",17097864106,4207,71,1,3,25,36709,1266,41.2
"2101",17097864107,4815,74,1,8,17,33887,1119,37.9
"2102",17097864108,5634,59,0,7,34,31271,1143,39.6
"2103",17097864203,4524,80,0,2,16,30513,1163,36.9
"2104",17097864204,4564,75,2,3,17,27138,896,36.8
"2105",17097864205,9197,77,1,5,14,37431,982,34.2
"2106",17097864206,3535,63,1,1,33,23759,838,38.6
"2107",17097864303,4566,88,1,2,8,54387,775,43.9
"2108",17097864305,3909,91,0,4,2,71944,1386,57.4
"2109",17097864306,2369,90,0,3,5,53380,2001,44.8
"2110",17097864307,1805,90,0,7,2,54347,883,47.7
"2111",17097864308,4142,89,0,3,7,58461,984,43.9
"2112",17097864402,7240,83,1,9,6,53356,2001,44.1
"2113",17097864403,4913,83,4,6,3,64487,1281,45.5
"2114",17097864407,5883,89,1,6,1,57329,1176,41.8
"2115",17097864408,5933,75,0,4,19,36941,1185,37.6
"2116",17097864409,4536,79,0,8,10,35348,737,37.6
"2117",17097864410,5297,85,0,9,3,45491,1033,39.8
"2118",17097864411,4916,94,0,4,1,56456,NA,44
"2119",17097864412,4205,89,1,7,2,47167,1844,43.1
"2120",17097864505,6921,75,3,16,6,43338,1193,36.5
"2121",17097864510,4319,39,1,17,39,32305,1111,31.9
"2122",17097864511,6273,57,0,23,16,42867,978,37.6
"2123",17097864512,4567,72,0,10,16,48439,973,35.6
"2124",17097864513,5391,79,0,16,4,45177,1674,40.3
"2125",17097864514,2661,61,0,29,4,54179,1707,41.5
"2126",17097864515,2295,79,2,14,1,54626,NA,48.1
"2127",17097864516,4306,80,0,17,2,45929,1487,45.9
"2128",17097864517,3926,79,0,20,1,64155,2001,43.7
"2129",17097864518,5345,78,0,19,2,42614,1429,41.8
"2130",17097864519,4871,79,1,17,1,46131,1506,46.1
"2131",17097864520,5426,69,1,25,5,45415,1386,37.7
"2132",17097864521,2303,72,2,22,2,58325,2001,65.9
"2133",17097864522,4551,88,0,5,2,72446,1850,45.5
"2134",17097864601,3818,93,1,3,1,90997,2001,48.8
"2135",17097864602,3897,89,0,8,2,83734,NA,44.5
"2136",17097864700,2917,87,6,3,5,86754,1217,47.9
"2137",17097864801,5572,83,1,5,9,50069,1145,32.3
"2138",17097864802,2768,84,1,12,3,79737,NA,43.8
"2139",17097864901,4026,92,1,2,3,63901,1625,44.4
"2140",17097864903,4776,95,0,5,0,62060,1111,43.4
"2141",17097864904,2627,81,0,6,11,51467,1508,49
"2142",17097865000,1271,96,0,3,1,85231,1806,45
"2143",17097865200,5668,50,3,1,44,28568,1123,36.6
"2144",17097865300,3394,84,2,1,11,58078,1510,42.3
"2145",17097865400,4165,81,1,1,16,42494,1101,39.4
"2146",17097865501,2353,75,10,2,11,63507,1709,40.4
"2147",17097865502,2452,82,1,4,11,73723,1144,46.1
"2148",17097865600,3395,95,0,2,2,107507,1080,47.9
"2149",17097865700,6229,92,1,1,4,60291,1313,44
"2150",17097865801,3070,90,0,2,4,46982,2001,49.6
"2151",17097865802,2934,94,0,5,1,82804,1438,48
"2152",17097866000,6738,69,11,8,13,38288,1217,43
"2153",17097866100,3751,8,19,3,69,12829,685,25.7
"2154",17097866200,5571,86,1,7,4,74808,1926,50
"2155",17097990000,0,NA,NA,NA,NA,NA,NA,NA
"2156",17099961701,6479,97,0,0,3,30620,988,45.3
"2157",17099961702,2919,94,0,0,5,28908,690,41.1
"2158",17099961800,4175,91,0,0,8,24452,589,42.1
"2159",17099961900,4271,76,2,0,18,28801,446,43.2
"2160",17099962000,3951,68,0,1,30,17472,491,32.1
"2161",17099962100,4835,93,0,0,4,28123,363,43.6
"2162",17099962200,4900,91,1,1,6,31758,489,44.3
"2163",17099962300,7386,85,8,1,5,24803,687,39.9
"2164",17099962400,3861,93,0,1,5,24768,638,38.7
"2165",17099962500,2213,94,0,1,4,23100,421,43.5
"2166",17099962600,5519,79,4,0,17,29201,559,39.9
"2167",17099962700,2471,74,6,4,14,18161,476,45.1
"2168",17099962800,3789,86,4,0,4,20251,657,35.7
"2169",17099962900,3082,85,0,2,10,24238,694,36.3
"2170",17099963000,4995,91,1,4,3,30114,521,45.4
"2171",17099963100,2951,95,0,0,5,30242,772,50
"2172",17099963200,3201,90,0,0,7,22880,516,37.4
"2173",17099963300,2380,83,0,0,17,18954,398,34.2
"2174",17099963400,4051,89,6,0,4,23364,505,40.2
"2175",17099963500,4669,93,1,1,4,28814,607,43.1
"2176",17099963600,3518,93,4,1,3,31192,621,41
"2177",17099963700,5629,96,1,1,3,24993,518,42.6
"2178",17099963800,4456,82,1,0,13,24698,295,42.8
"2179",17099963900,5567,81,2,0,16,20749,466,38.7
"2180",17099964000,2165,96,0,0,4,36200,513,46.3
"2181",17099964100,4070,94,1,0,4,25287,437,41.6
"2182",17099964200,2755,78,1,5,14,22541,527,35
"2183",17099964300,3037,90,2,0,6,16523,515,32.7
"2184",17101880700,2386,97,0,0,2,22640,402,49.3
"2185",17101880800,7282,49,40,0,9,7603,334,35.7
"2186",17101880900,1768,98,0,0,2,18111,301,49.9
"2187",17101881000,2452,73,19,0,7,13269,329,36.7
"2188",17101881100,2814,96,2,0,0,22155,459,43.8
"2189",17103000100,2919,93,1,0,4,25095,510,43.2
"2190",17103000200,3562,93,0,3,2,34004,530,41.4
"2191",17103000300,4109,87,1,2,6,25669,474,40.3
"2192",17103000400,7121,75,14,0,10,21358,481,42.4
"2193",17103000500,5093,89,5,0,5,29469,565,42.4
"2194",17103000600,3571,86,7,2,3,20402,429,36.1
"2195",17103000700,2235,95,0,0,4,22568,478,38.9
"2196",17103000800,3549,94,0,0,6,23164,470,43.5
"2197",17103000900,3376,96,1,0,2,28248,550,44
"2198",17105960100,4148,95,1,0,2,25196,474,42.8
"2199",17105960200,5116,78,16,1,4,20094,467,36.7
"2200",17105960300,2804,94,0,0,6,29999,411,49.3
"2201",17105960400,3287,95,0,0,3,28983,504,42.2
"2202",17105960500,2785,92,1,0,6,20804,490,37.9
"2203",17105960600,4172,97,0,0,2,26428,527,42.2
"2204",17105960700,5795,70,21,0,7,18728,563,40.2
"2205",17105960800,5804,97,0,0,3,29384,468,43.7
"2206",17105960900,2452,96,0,0,4,28352,480,38.7
"2207",17105961000,2324,95,0,1,4,26601,376,36
"2208",17107952900,3132,94,2,0,0,25521,431,34.6
"2209",17107953000,2000,96,0,1,1,27491,496,46.1
"2210",17107953100,3629,87,6,4,2,21061,388,33.6
"2211",17107953200,4149,89,3,2,1,23490,470,40.6
"2212",17107953300,3312,89,1,0,0,25846,464,43
"2213",17107953400,3937,96,1,0,2,26983,455,46.1
"2214",17107953500,7491,48,40,0,10,9776,407,36.4
"2215",17107953600,2527,96,0,2,0,28997,362,46.7
"2216",17109010100,3836,94,2,0,1,18597,305,39.6
"2217",17109010200,1929,97,0,0,0,27852,415,45.9
"2218",17109010300,2091,95,1,2,1,32563,474,44.7
"2219",17109010400,6463,78,11,3,6,13134,648,22.5
"2220",17109010500,3579,73,15,2,7,4116,572,19.9
"2221",17109010600,2105,87,9,1,1,23858,494,36.2
"2222",17109010700,4628,93,1,4,0,30701,531,48.6
"2223",17109010900,2754,89,1,5,3,19497,549,29.6
"2224",17109011000,2393,97,0,0,2,21799,425,45
"2225",17109011100,2771,98,1,1,0,22163,407,46.5
"2226",17111870101,6905,92,1,1,5,35262,764,43.6
"2227",17111870102,6801,91,0,1,6,33344,2001,42.5
"2228",17111870200,6518,76,0,1,21,27062,852,43
"2229",17111870301,4787,60,0,2,39,17548,747,27.9
"2230",17111870302,4293,53,0,0,46,14635,851,27.6
"2231",17111870401,8192,86,1,0,11,29514,977,38
"2232",17111870402,5786,62,4,2,32,21941,590,33.5
"2233",17111870500,9021,92,0,2,5,31544,881,38.4
"2234",17111870603,4606,88,0,1,10,24246,1030,32.8
"2235",17111870604,5933,87,2,2,9,29007,867,39.9
"2236",17111870605,6770,83,0,1,15,29168,1038,38.6
"2237",17111870606,4241,68,1,4,26,21815,839,35.7
"2238",17111870702,7313,88,0,1,9,34289,1109,41.2
"2239",17111870703,5704,91,0,0,7,30392,1125,39.6
"2240",17111870704,3878,97,0,0,3,27407,1138,41.4
"2241",17111870803,7654,95,0,1,2,43853,1108,43
"2242",17111870807,5293,81,1,2,12,31208,805,38.6
"2243",17111870808,4019,88,3,0,8,35705,992,41.7
"2244",17111870809,7121,87,1,4,4,37084,1821,42
"2245",17111870810,4624,88,1,1,9,36957,944,42.9
"2246",17111870811,4582,89,0,0,11,28070,1133,41.6
"2247",17111870812,4867,83,1,4,10,30388,893,35.8
"2248",17111870902,7705,83,2,2,11,35124,868,39.7
"2249",17111870903,3376,67,0,1,31,21235,862,38.8
"2250",17111870904,4572,88,0,0,10,30181,868,40.7
"2251",17111870905,5357,65,2,3,27,24192,765,32.1
"2252",17111871003,4158,87,1,0,10,28600,766,40.1
"2253",17111871004,6552,86,1,1,11,26898,717,39.3
"2254",17111871104,17474,73,3,8,13,32419,1202,33.8
"2255",17111871105,5136,90,3,2,5,41512,1134,35.7
"2256",17111871106,9279,79,3,4,13,33257,1411,34.6
"2257",17111871107,5639,88,2,8,3,38696,NA,38.4
"2258",17111871108,5465,87,0,6,6,39508,1683,33.4
"2259",17111871109,5343,79,2,3,13,28568,1579,30.2
"2260",17111871201,6580,87,0,3,9,35406,1099,41.3
"2261",17111871202,5818,67,3,0,26,24346,971,34.6
"2262",17111871205,4842,86,2,3,8,31282,1010,37.8
"2263",17111871206,6524,84,0,9,6,42443,1546,39.5
"2264",17111871207,4803,77,0,7,13,38370,1196,38.3
"2265",17111871208,4190,91,0,5,4,31979,1527,32.5
"2266",17111871209,3173,92,0,2,4,31134,1085,35.6
"2267",17111871301,4697,82,0,3,14,32533,918,39
"2268",17111871304,3309,94,0,2,1,34616,1104,40.3
"2269",17111871305,6566,84,1,2,13,36582,790,38.2
"2270",17111871306,8073,87,0,3,8,34202,893,40.4
"2271",17111871307,5244,84,0,0,15,33821,894,36.6
"2272",17111871310,4486,95,0,0,5,36049,960,42.5
"2273",17111871311,4494,67,4,3,22,33116,833,37
"2274",17111871402,6211,89,0,4,7,39509,858,41.4
"2275",17111871404,4434,82,4,5,9,33076,1107,41.3
"2276",17111871500,10883,92,1,1,5,36074,838,52.6
"2277",17111871600,4769,91,0,1,7,41935,955,42.7
"2278",17113000102,7318,85,5,0,5,22397,765,22.9
"2279",17113000104,12446,73,10,6,8,22562,713,24.2
"2280",17113000105,4104,93,1,2,3,36943,644,37.4
"2281",17113000200,4705,84,7,2,5,3550,1073,19.8
"2282",17113000301,3828,77,10,4,5,20197,582,22.8
"2283",17113000302,6323,72,20,0,5,26866,597,32.7
"2284",17113000400,3205,85,3,0,11,17291,858,21.7
"2285",17113000501,2961,94,3,1,1,24929,635,22.7
"2286",17113000502,2617,94,0,3,2,36977,541,47
"2287",17113000504,4834,76,11,4,8,27640,604,32.5
"2288",17113000505,5887,81,1,14,1,43769,996,36
"2289",17113001103,3151,68,13,15,4,38814,582,37.3
"2290",17113001104,8343,78,6,12,3,40429,731,36.7
"2291",17113001105,5094,71,8,14,4,32295,718,28.9
"2292",17113001106,2901,63,21,8,7,32693,632,27.6
"2293",17113001200,2464,75,3,3,18,35358,578,38.2
"2294",17113001301,1894,81,7,2,7,26382,561,38.3
"2295",17113001302,2414,79,7,8,5,10821,534,20.7
"2296",17113001303,1414,89,5,2,1,20356,654,30.7
"2297",17113001402,3632,79,10,2,4,34131,714,32
"2298",17113001403,4167,69,22,0,5,22607,605,31.5
"2299",17113001404,4034,80,9,1,5,24769,667,36.8
"2300",17113001500,2206,59,33,0,4,14149,520,30.3
"2301",17113001600,2374,58,34,1,6,14683,469,38.1
"2302",17113001700,2224,80,8,1,10,20257,504,31.9
"2303",17113001800,3214,87,2,2,2,53855,596,43.6
"2304",17113002101,4429,79,6,4,9,29540,589,39.4
"2305",17113002102,1968,86,1,1,10,35332,644,42.3
"2306",17113005101,8993,73,3,16,4,49997,854,35.1
"2307",17113005102,7333,97,0,1,1,35469,537,41
"2308",17113005201,1123,92,5,1,2,43059,NA,46.6
"2309",17113005202,2998,94,2,0,3,36135,528,41.5
"2310",17113005400,9059,96,0,1,2,39900,590,38.7
"2311",17113005501,2404,98,0,0,2,24171,538,38.6
"2312",17113005502,2353,99,0,0,1,30348,336,41.6
"2313",17113005601,1891,97,0,0,1,25227,543,40.7
"2314",17113005602,2415,95,0,0,1,28440,414,41
"2315",17113005700,5103,94,1,1,3,28842,543,40.4
"2316",17113005800,4637,65,10,16,5,35595,715,35.1
"2317",17113005900,4976,73,22,1,2,20144,555,31.8
"2318",17113006000,3804,95,0,0,2,36446,600,39.2
"2319",17115000200,2801,49,43,0,1,11195,433,28.6
"2320",17115000300,3696,43,51,0,2,14014,448,37.8
"2321",17115000400,1259,22,65,0,1,14684,459,36.9
"2322",17115000500,2893,62,30,0,3,15103,427,30.8
"2323",17115000600,2032,16,74,0,2,14657,468,27.4
"2324",17115000900,2085,35,58,0,3,12128,426,33.3
"2325",17115001000,1310,75,23,0,0,13961,445,33.8
"2326",17115001100,3294,82,7,7,1,22559,558,41.7
"2327",17115001200,2869,81,16,1,2,22227,523,39
"2328",17115001300,2277,93,4,1,1,34847,650,46.2
"2329",17115001400,2441,90,9,0,0,27457,700,46
"2330",17115001500,4355,89,8,0,0,29161,558,41.8
"2331",17115001600,2457,79,13,1,6,16414,569,21.2
"2332",17115001700,3001,72,16,3,1,17887,578,30
"2333",17115001801,2383,75,21,0,3,34061,611,45.8
"2334",17115001802,2650,85,7,0,2,17953,531,31.9
"2335",17115001900,2729,56,32,2,2,19715,490,35.8
"2336",17115002000,3799,58,30,2,6,18933,387,46.1
"2337",17115002100,1504,70,17,0,8,15124,460,38
"2338",17115002200,5311,87,6,0,1,23886,598,40
"2339",17115002300,2810,94,0,0,3,31330,1125,46.1
"2340",17115002401,2597,88,6,1,1,40657,828,54.8
"2341",17115002402,5476,94,5,1,0,38341,585,52.2
"2342",17115002500,7141,96,1,0,2,33518,535,40.2
"2343",17115002601,3980,96,1,1,2,38731,478,49.1
"2344",17115002602,2155,97,1,0,0,34252,425,40.7
"2345",17115002700,2359,100,0,0,0,29255,481,39.8
"2346",17115002800,4441,96,0,1,2,28262,426,41.5
"2347",17115002901,4297,84,2,7,5,44376,522,42.6
"2348",17115002902,4356,87,11,1,0,33802,601,47.5
"2349",17115002903,4495,63,27,5,3,20318,513,38.9
"2350",17115002904,5326,86,7,0,1,28041,530,45.5
"2351",17115003000,3478,96,0,0,2,29154,470,42.7
"2352",17115003100,2205,26,65,0,2,8531,433,27.2
"2353",17117956000,3352,99,0,0,0,19454,487,34.9
"2354",17117956100,3511,98,0,0,1,25826,409,40.1
"2355",17117956200,2507,99,0,0,0,26365,319,44.4
"2356",17117956300,3144,98,0,0,1,25277,425,46.2
"2357",17117956400,5416,98,0,0,0,25289,435,42.3
"2358",17117956500,2681,95,1,1,2,28888,368,43.4
"2359",17117956600,4833,97,0,0,1,24821,415,39.4
"2360",17117956700,4308,94,3,0,2,26257,465,46.7
"2361",17117956800,2625,93,0,0,1,23591,420,46.2
"2362",17117956900,3728,96,0,2,1,22381,425,38.3
"2363",17117957000,4065,96,1,1,2,21714,473,41.8
"2364",17117957100,2624,100,0,0,0,26670,464,39.4
"2365",17117957200,4668,96,0,0,2,25228,425,44.3
"2366",17119400101,2455,81,13,0,2,25101,704,46.6
"2367",17119400102,5718,77,10,0,6,19083,479,34.2
"2368",17119400200,4221,77,14,1,5,16490,551,37.6
"2369",17119400600,3192,35,55,1,3,18938,534,36.5
